code,term,dmd,type
328662000,Gluten free biscuits,328662000,VMP
328664004,Gluten free bread,328664004,VMP
328685004,Gluten free flour,328685004,VMP
329141008,Calcium gluconate 600mg tablets,329141008,VMP
329142001,Calcium gluconate 1g effervescent tablets,329142001,VMP
329145004,Calcium lactate 300mg tablets,329145004,VMP
329153007,Calcium carbonate 1.25g chewable tablets sugar free,329153007,VMP
329159006,Calcium carbonate 1.5g chewable tablets sugar free,329159006,VMP
329160001,Calcium carbonate 2.5g chewable tablets sugar free,329160001,VMP
329161002,Calcium carbonate 1.25g effervescent tablets sugar free,329161002,VMP
329162009,Calcium carbonate 1.25g tablets,329162009,VMP
329163004,Calcium carbonate 2.5g granules sachets,329163004,VMP
329165006,Hydroxyapatite 830mg tablets,329165006,VMP
329166007,Hydroxyapatite 3.32g granules sachets sugar free,329166007,VMP
329170004,Calcium phosphate 3.3g oral powder sachets,329170004,VMP
329188007,Calcium carbonate 420mg tablets,329188007,VMP
329193005,Calcium acetate 1g tablets,329193005,VMP
329197006,Sevelamer 403mg capsules,329197006,VMP
329216009,Sodium fluoride 1.1mg tablets,329216009,VMP
329217000,Sodium fluoride 2.2mg tablets,329217000,VMP
329232007,Zinc sulfate monohydrate 125mg effervescent tab sugar free,329232007,VMP
329235009,Zinc sulfate 220mg capsules,329235009,VMP
329238006,Halibut-liver oil 4000unit capsules,329238006,VMP
329249000,Nicotinamide 50mg tablets,329249000,VMP
329251001,Pyridoxine 10mg tablets,329251001,VMP
329252008,Pyridoxine 20mg tablets,329252008,VMP
329253003,Pyridoxine 50mg tablets,329253003,VMP
329265004,Thiamine 50mg tablets,329265004,VMP
329266003,Thiamine 100mg tablets,329266003,VMP
329294006,Potassium aminobenzoate 500mg capsules,329294006,VMP
329295007,Potassium aminobenzoate 500mg tablets,329295007,VMP
329296008,Potassium aminobenzoate 3g oral powder sachets,329296008,VMP
329315005,Ascorbic acid 50mg tablets,329315005,VMP
329316006,Ascorbic acid 100mg tablets,329316006,VMP
329317002,Ascorbic acid 200mg tablets,329317002,VMP
329318007,Ascorbic acid 500mg tablets,329318007,VMP
329331002,Alfacalcidol 250nanogram capsules,329331002,VMP
329332009,Alfacalcidol 1microgram capsules,329332009,VMP
329343001,Alfacalcidol 2micrograms/ml oral drops sugar free,329343001,VMP
329344007,Alfacalcidol 500nanogram capsules,329344007,VMP
329347000,Calcitriol 250nanogram capsules,329347000,VMP
329348005,Calcitriol 500nanogram capsules,329348005,VMP
329365001,Colecalciferol 200unit / Calcium carbonate 1.25g chew tab,329365001,VMP
329367009,Colecalciferol 400unit / Calcium carbonate 1.25g chew tab,329367009,VMP
329371007,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tab,329371007,VMP
329375003,Dihydrotachysterol 250micrograms/ml oral solution sugar free,329375003,VMP
329389008,Alpha tocopheryl acetate 500mg/5ml oral suspension,329389008,VMP
329396005,Alpha tocopheryl acetate 50mg tablets,329396005,VMP
329402002,Phytomenadione 10mg tablets,329402002,VMP
329468000,Mercaptamine 50mg capsules,329468000,VMP
329469008,Mercaptamine 150mg capsules,329469008,VMP
329475004,Sodium phenylbutyrate 500mg tablets,329475004,VMP
329476003,Sodium phenylbutyrate 940mg/g granules sugar free,329476003,VMP
329484004,Deferiprone 500mg tablets,329484004,VMP
329504004,Imiglucerase 200unit powder for solution for infusion vials,329504004,VMP
329525004,Aspirin 300mg tablets,329525004,VMP
329532008,Benorilate 750mg tablets,329532008,VMP
329533003,Benorilate 2g granules sachets sugar free,329533003,VMP
329546008,Azapropazone 300mg capsules,329546008,VMP
329547004,Azapropazone 600mg tablets,329547004,VMP
329562002,Diclofenac 25mg suppositories,329562002,VMP
329563007,Diclofenac 50mg suppositories,329563007,VMP
329574003,Diclofenac sodium 75mg gast res MR caps,329574003,VMP
329583008,Diclofenac 100mg suppositories,329583008,VMP
329587009,Diclofenac sodium 50mg gastro-resistant tablets,329587009,VMP
329598005,Diclofenac sodium 50mg gast res / Misoprostol 200microg tab,329598005,VMP
329602007,Diclofenac sodium 75mg gast res / Misoprostol 200microg tab,329602007,VMP
329612000,Diflunisal 250mg tablets,329612000,VMP
329613005,Diflunisal 500mg tablets,329613005,VMP
329616002,Etodolac 200mg capsules,329616002,VMP
329620003,Etodolac 300mg capsules,329620003,VMP
329630007,Fenbufen 300mg capsules,329630007,VMP
329631006,Fenbufen 300mg tablets,329631006,VMP
329636001,Fenbufen 450mg tablets,329636001,VMP
329642002,Fenoprofen 600mg tablets,329642002,VMP
329648003,Flurbiprofen 50mg tablets,329648003,VMP
329649006,Flurbiprofen 100mg tablets,329649006,VMP
329650006,Flurbiprofen 100mg suppositories,329650006,VMP
329652003,Ibuprofen 200mg tablets,329652003,VMP
329653008,Ibuprofen 400mg tablets,329653008,VMP
329654002,Ibuprofen 600mg tablets,329654002,VMP
329677002,Ibuprofen 600mg effervescent granules sachets,329677002,VMP
329683004,Ibuprofen 200mg / Codeine 12.8mg tablets,329683004,VMP
329708004,Ibuprofen 800mg tablets,329708004,VMP
329710002,Ibuprofen 100mg/5ml oral suspension,329710002,VMP
329714006,Indometacin 25mg capsules,329714006,VMP
329715007,Indometacin 50mg capsules,329715007,VMP
329716008,Indometacin 100mg suppositories,329716008,VMP
329754008,Indometacin 1mg powder for solution for injection vials,329754008,VMP
329758006,Ketoprofen 50mg capsules,329758006,VMP
329760008,Ketoprofen 100mg suppositories,329760008,VMP
329790001,Mefenamic acid 250mg capsules,329790001,VMP
329803004,Mefenamic acid 500mg tablets,329803004,VMP
329806007,Naproxen 250mg tablets,329806007,VMP
329807003,Naproxen 500mg tablets,329807003,VMP
329838002,Naproxen 250mg gastro-resistant tablets,329838002,VMP
329839005,Naproxen 500mg gastro-resistant tablets,329839005,VMP
329852000,Naproxen 125mg/5ml oral suspension,329852000,VMP
329853005,Naproxen 500mg suppositories,329853005,VMP
329854004,Phenylbutazone 100mg tablets,329854004,VMP
329855003,Phenylbutazone 200mg tablets,329855003,VMP
329862007,Piroxicam 10mg capsules,329862007,VMP
329863002,Piroxicam 20mg capsules,329863002,VMP
329883001,Piroxicam 20mg suppositories,329883001,VMP
329887000,Sulindac 100mg tablets,329887000,VMP
329888005,Sulindac 200mg tablets,329888005,VMP
329895001,Tiaprofenic acid 200mg tablets,329895001,VMP
329896000,Tiaprofenic acid 300mg tablets,329896000,VMP
329907004,Acemetacin 60mg capsules,329907004,VMP
329910006,Nabumetone 500mg tablets,329910006,VMP
329914002,Tenoxicam 20mg tablets,329914002,VMP
329925006,Aceclofenac 100mg tablets,329925006,VMP
329926007,Meloxicam 15mg suppositories,329926007,VMP
329927003,Meloxicam 7.5mg tablets,329927003,VMP
329928008,Meloxicam 15mg tablets,329928008,VMP
329933007,Meloxicam 7.5mg suppositories,329933007,VMP
329967002,Diclofenac potassium 25mg tablets,329967002,VMP
329968007,Diclofenac potassium 50mg tablets,329968007,VMP
330026007,Penicillamine 125mg tablets,330026007,VMP
330027003,Penicillamine 250mg tablets,330027003,VMP
330037008,Hydroxychloroquine 200mg tablets,330037008,VMP
330040008,Sulfasalazine 500mg gastro-resistant tablets,330040008,VMP
330041007,Auranofin 3mg tablets,330041007,VMP
330057007,Leflunomide 10mg tablets,330057007,VMP
330058002,Leflunomide 20mg tablets,330058002,VMP
330059005,Leflunomide 100mg tablets,330059005,VMP
330061001,Allopurinol 100mg tablets,330061001,VMP
330062008,Allopurinol 300mg tablets,330062008,VMP
330079002,Colchicine 500microgram tablets,330079002,VMP
330084008,Sulfinpyrazone 100mg tablets,330084008,VMP
330085009,Sulfinpyrazone 200mg tablets,330085009,VMP
330097005,Neostigmine 15mg tablets,330097005,VMP
330116003,Baclofen 10mg tablets,330116003,VMP
330120004,Carisoprodol 125mg tablets,330120004,VMP
330121000,Carisoprodol 350mg tablets,330121000,VMP
330126005,Dantrolene 25mg capsules,330126005,VMP
330127001,Dantrolene 100mg capsules,330127001,VMP
330129003,Methocarbamol 750mg tablets,330129003,VMP
330135003,Tizanidine 2mg tablets,330135003,VMP
330136002,Tizanidine 4mg tablets,330136002,VMP
330162006,Rofecoxib 12.5mg tablets,330162006,VMP
330163001,Rofecoxib 25mg tablets,330163001,VMP
330164007,Rofecoxib 12.5mg/5ml oral suspension sugar free,330164007,VMP
330165008,Rofecoxib 25mg/5ml oral suspension sugar free,330165008,VMP
330169002,Celecoxib 200mg capsules,330169002,VMP
330170001,Celecoxib 100mg capsules,330170001,VMP
330185007,Benzydamine 3% cream,330185007,VMP
330201008,Felbinac 3.17% foam,330201008,VMP
330202001,Ibuprofen 5% gel,330202001,VMP
330203006,Ketoprofen 2.5% gel,330203006,VMP
330229006,Felbinac 3% gel,330229006,VMP
330232009,Ibuprofen 5% cream,330232009,VMP
330233004,Piroxicam 0.5% gel,330233004,VMP
330236007,Capsaicin 0.075% cream,330236007,VMP
330239000,Ibuprofen 5% spray,330239000,VMP
330262003,Capsaicin 0.025% cream,330262003,VMP
330264002,Ibuprofen 5% foam,330264002,VMP
330274004,Ibuprofen 10% gel,330274004,VMP
330284003,Aciclovir 3% eye ointment,330284003,VMP
330286001,Chloramphenicol 0.5% eye drops,330286001,VMP
330295009,Chloramphenicol 1% eye ointment,330295009,VMP
330301005,,330301005,VMP
330344009,Neomycin 0.5% eye drops,330344009,VMP
330352007,Neomycin 0.5% eye ointment,330352007,VMP
330368001,Dibrompropamidine 0.15% eye ointment,330368001,VMP
330414007,Ofloxacin 0.3% eye drops,330414007,VMP
330418005,Ciprofloxacin 0.3% eye drops,330418005,VMP
330427006,Antazoline 0.5% / Xylometazoline 0.05% eye drops,330427006,VMP
330440001,Neomycin 0.5% / Betamethasone 0.1% eye ointment,330440001,VMP
330442009,Betamethasone 0.1% eye ointment,330442009,VMP
330449000,Clobetasone 0.1% eye drops,330449000,VMP
330466003,Fluorometholone 0.1% eye drops,330466003,VMP
330475001,Hydrocortisone acetate 0.5% eye ointment,330475001,VMP
330476000,Hydrocortisone 1% eye ointment,330476000,VMP
330477009,Hydrocortisone 2.5% eye ointment,330477009,VMP
330507008,Sodium cromoglicate 2% eye drops,330507008,VMP
330515006,Lodoxamide 0.1% eye drops,330515006,VMP
330529007,Nedocromil 2% eye drops,330529007,VMP
330532005,Levocabastine 0.5mg/ml eye drops,330532005,VMP
330536008,Ketorolac 0.5% eye drops,330536008,VMP
330543002,Emedastine 0.5mg/ml eye drops,330543002,VMP
330545009,Rimexolone 10mg/ml eye drops,330545009,VMP
330548006,Atropine 1% eye drops,330548006,VMP
330549003,Atropine 1% eye ointment,330549003,VMP
330562004,Cyclopentolate 1% eye drops,330562004,VMP
330563009,Cyclopentolate 0.5% eye drops,330563009,VMP
330566001,Homatropine 1% eye drops/eye drops preservative free,330566001,VMP
330567005,Homatropine 2% eye drops,330567005,VMP
330575004,Phenylephrine 10% eye drops,330575004,VMP
330578002,,330578002,VMP
330587006,Tropicamide 1% eye drops,330587006,VMP
330588001,Tropicamide 0.5% eye drops,330588001,VMP
330601002,Acetazolamide 250mg tablets,330601002,VMP
330611009,Adrenaline (base) 1% eye drops,330611009,VMP
330614001,Betaxolol 0.25% eye drops,330614001,VMP
330620000,Betaxolol 0.5% eye drops,330620000,VMP
330623003,Carbachol 3% eye drops,330623003,VMP
330629004,Carteolol 1% eye drops,330629004,VMP
330630009,Carteolol 2% eye drops,330630009,VMP
330678009,Pilocarpine hydrochloride 0.5% eye drops,330678009,VMP
330679001,Pilocarpine hydrochloride 1% eye drops,330679001,VMP
330680003,Pilocarpine hydrochloride 2% eye drops,330680003,VMP
330681004,Pilocarpine hydrochloride 3% eye drops,330681004,VMP
330682006,Pilocarpine hydrochloride 4% eye drops,330682006,VMP
330694002,Pilocarpine hydrochloride 4% eye gel,330694002,VMP
330720009,Timolol 0.25% eye drops,330720009,VMP
330721008,Timolol 0.5% eye drops,330721008,VMP
330722001,Levobunolol 0.5% eye drops,330722001,VMP
330726003,Dorzolamide 20mg/ml eye drops,330726003,VMP
330729005,Latanoprost 50micrograms/ml eye drops,330729005,VMP
330731001,Brimonidine 0.2% eye drops,330731001,VMP
330734009,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops,330734009,VMP
330738007,Brinzolamide 10mg/ml eye drops,330738007,VMP
330748009,Cocaine 4% eye drops,330748009,VMP
330768003,Acetylcysteine 5% eye drops,330768003,VMP
330781005,Hypromellose 0.3% eye drops,330781005,VMP
330783008,Hypromellose 1% eye drops,330783008,VMP
330784002,Hypromellose 0.5% eye drops,330784002,VMP
330798005,Polyvinyl alcohol 1.4% eye drops,330798005,VMP
330799002,Polyvinyl alcohol 1% eye drops,330799002,VMP
330814003,Carbomer '980' 0.2% eye drops,330814003,VMP
330835001,Sodium chloride 5% eye ointment,330835001,VMP
330848002,Zinc sulfate 0.25% eye drops,330848002,VMP
330873002,Apraclonidine 5mg/ml eye drops,330873002,VMP
330900004,Acetic acid 2% ear spray,330900004,VMP
330916002,Chloramphenicol 5% ear drops,330916002,VMP
330917006,Chloramphenicol 10% ear drops,330917006,VMP
330920003,Flumetasone 0.02% / Clioquinol 1% ear drops,330920003,VMP
330924007,Clotrimazole 1% solution,330924007,VMP
330936001,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops,330936001,VMP
330950006,Prednisolone 0.5% / Neomycin 0.5% ear/eye drops,330950006,VMP
330951005,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye ointment,330951005,VMP
330952003,Hydrocortisone 1.5% / Neomycin 0.5% ear/eye drops,330952003,VMP
330953008,Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops,330953008,VMP
330973003,Neomycin 0.35% / Triamcinolone 0.1% ear drops,330973003,VMP
331001008,Docusate sodium 0.5% ear drops,331001008,VMP
331002001,Docusate sodium 5% ear drops,331002001,VMP
331035006,Flunisolide 25micrograms/dose nasal spray,331035006,VMP
331046009,Sodium cromoglicate 4% nasal spray,331046009,VMP
331049002,Sodium cromoglicate 2% nasal spray,331049002,VMP
331050002,Sodium cromoglicate 2% / Xylometazoline 0.025% nasal spray,331050002,VMP
331057004,Azelastine 140micrograms/dose nasal spray,331057004,VMP
331083009,Ephedrine 0.5% nasal drops,331083009,VMP
331084003,Ephedrine 1% nasal drops,331084003,VMP
331096005,Oxymetazoline 0.05% nasal spray,331096005,VMP
331104002,Xylometazoline 0.1% nasal drops,331104002,VMP
331126001,,331126001,VMP
331140000,Mupirocin 2% nasal ointment,331140000,VMP
331141001,Neomycin 0.5% / Chlorhexidine hydrochloride 0.1% cream,331141001,VMP
331148007,Benzydamine 0.15% oromucosal spray sugar free,331148007,VMP
331163005,Triamcinolone 0.1% oromucosal paste,331163005,VMP
331164004,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free,331164004,VMP
331171009,Benzocaine 10mg / Dequalinium chloride 250microgram lozenges,331171009,VMP
331177008,Choline salicylate 8.7% oromucosal gel sugar free,331177008,VMP
331189005,Amphotericin B 10mg lozenges sugar free,331189005,VMP
331194005,Dequalinium chloride 250microgram lozenges,331194005,VMP
331231009,Metronidazole 25% oromucosal gel sugar free,331231009,VMP
331236004,Benzalkonium chloride 500microgram lozenges sugar free,331236004,VMP
331255004,Benzocaine 10mg / Cetylpyridinium chloride 1.4mg lozenges,331255004,VMP
331257007,Benzocaine 5mg / Tyrothricin 1mg lozenges,331257007,VMP
331259005,Benzocaine 2% / Chloroxylenol 0.106% oromucosal gel SF,331259005,VMP
331260000,Lidocaine 5mg / Domiphen bromide 500microgram loz sugar free,331260000,VMP
331263003,Lidocaine 0.33%/Cetylpyridinium chlor 0.1% oromucosal gel SF,331263003,VMP
331284008,Chlorhexidine 1% dental gel sugar free,331284008,VMP
331288006,Chlorhexidine 0.2% oral spray sugar free,331288006,VMP
331348004,Flurbiprofen 8.75mg lozenges,331348004,VMP
331384006,White soft paraffin 50% / Liquid paraffin 50% ointment,331384006,VMP
331434003,Dimeticone 22% / Benzalkonium chloride 0.1% cream,331434003,VMP
331469001,Zinc oxide 38% / Cod liver oil 11.4% ointment,331469001,VMP
331505006,Dimeticone 10% / Cetrimide 0.3% cream,331505006,VMP
331513007,Generic Vasogen cream,331513007,VMP
331522008,Urea 10% cream,331522008,VMP
331524009,Urea 5% / Lauromacrogols 3% cream,331524009,VMP
331532001,Urea 10% lotion,331532001,VMP
331533006,Urea 10% / Lactic acid 5% cream,331533006,VMP
331596000,Crotamiton 10% lotion,331596000,VMP
331597009,Crotamiton 10% cream,331597009,VMP
331613004,Lidocaine 2% cream,331613004,VMP
331615006,Lidocaine 2.5% / Prilocaine 2.5% cream,331615006,VMP
331617003,Tetracaine 4% gel,331617003,VMP
331624002,Benzocaine 3% cream,331624002,VMP
331627009,Benzocaine 1% / Triclosan 0.2% cream,331627009,VMP
331628004,Tetracaine 1% cream,331628004,VMP
331636008,Diphenhydramine 2% cream,331636008,VMP
331640004,Benzocaine 2% / Mepyramine 2% spray,331640004,VMP
331641000,Mepyramine 2% cream,331641000,VMP
331643002,Doxepin 5% cream,331643002,VMP
331661006,Hydrocortisone 2.5% cream,331661006,VMP
331680008,Hydrocortisone 0.1% cream,331680008,VMP
331695005,Hydrocortisone 2.5% ointment,331695005,VMP
331700003,Hydrocortisone acetate 1% ointment,331700003,VMP
331720002,Hydrocortisone 0.25% / Crotamiton 10% cream,331720002,VMP
331722005,Hydrocortisone 1% / Urea 10% cream,331722005,VMP
331735001,Hydrocortisone 1% / Clioquinol 3% ointment,331735001,VMP
331736000,Clioquinol 3% / Hydrocortisone 1% cream,331736000,VMP
331738004,Oxytetracycline 3% / Hydrocortisone 1% ointment,331738004,VMP
331740009,Hydrocortisone acetate 1% / Sodium fusidate 2% ointment,331740009,VMP
331742001,Hydrocortisone acetate 1% / Fusidic acid 2% cream,331742001,VMP
331743006,Econazole 1% / Hydrocortisone 1% cream,331743006,VMP
331744000,Hydrocortisone 1% / Miconazole 2% ointment,331744000,VMP
331745004,Hydrocortisone 1% / Miconazole 2% cream,331745004,VMP
331746003,Hydrocortisone 1% / Clotrimazole 1% cream,331746003,VMP
331771000,Hydrocortisone 1% / Neomycin 0.5% cream,331771000,VMP
331777001,Alclometasone 0.05% cream,331777001,VMP
331778006,Alclometasone 0.05% ointment,331778006,VMP
331792000,Beclometasone 0.025% cream,331792000,VMP
331793005,Beclometasone 0.025% ointment,331793005,VMP
331820009,Betamethasone valerate 0.025% cream,331820009,VMP
331821008,Betamethasone valerate 0.025% ointment,331821008,VMP
331828002,Betamethasone dipropionate 0.05% / Salicylic acid 3% oint,331828002,VMP
331832008,Betamethasone dipropionate 0.05% scalp lotion,331832008,VMP
331849001,Betamethasone valerate 0.1% / Fusidic acid 2% cream,331849001,VMP
331850001,Betamethasone valerate 0.1% / Neomycin 0.5% ointment,331850001,VMP
331851002,Betamethasone valerate 0.1% / Neomycin 0.5% cream,331851002,VMP
331852009,Betamethasone valerate 0.1% / Clioquinol 3% ointment,331852009,VMP
331853004,Betamethasone valerate 0.1% / Clioquinol 3% cream,331853004,VMP
331880006,Clobetasone 0.05% cream,331880006,VMP
331881005,Clobetasone 0.05% ointment,331881005,VMP
331904003,Diflucortolone 0.1% cream,331904003,VMP
331906001,Diflucortolone 0.1% ointment,331906001,VMP
331908000,Diflucortolone 0.3% ointment,331908000,VMP
331937001,Fluocinolone acetonide 0.00625% ointment,331937001,VMP
331938006,Fluocinolone acetonide 0.025% gel,331938006,VMP
331939003,Fluocinolone acetonide 0.025% ointment,331939003,VMP
331940001,Fluocinolone acetonide 0.00625% cream,331940001,VMP
331941002,Fluocinolone acetonide 0.0025% cream,331941002,VMP
331944005,Fluocinolone acetonide 0.025% cream,331944005,VMP
331950000,Fluocinonide 0.05% cream,331950000,VMP
331951001,Fluocinonide 0.05% ointment,331951001,VMP
331976000,Fludroxycortide 0.0125% cream,331976000,VMP
331977009,Fludroxycortide 0.0125% ointment,331977009,VMP
331981009,Halcinonide 0.1% cream,331981009,VMP
331995007,Hydrocortisone 0.1% topical emulsion,331995007,VMP
331996008,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment,331996008,VMP
331997004,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% cream,331997004,VMP
331998009,Hydrocortisone butyrate 0.1% cream,331998009,VMP
332000007,Hydrocortisone butyrate 0.1% ointment,332000007,VMP
332041002,Hydrocortisone acetate 1% cream,332041002,VMP
332049000,Mometasone 0.1% cream,332049000,VMP
332050000,Mometasone 0.1% ointment,332050000,VMP
332051001,Mometasone 0.1% scalp lotion,332051001,VMP
332055005,Fluticasone 0.05% cream,332055005,VMP
332058007,Fluticasone 0.005% ointment,332058007,VMP
332081009,Coal tar solution 5% cutaneous emulsion,332081009,VMP
332092005,Coal tar extract 1% cream,332092005,VMP
332095007,Coal tar extract 5% / Allantoin 2% lotion,332095007,VMP
332096008,Coal tar extract 5% / Allantoin 2% cream,332096008,VMP
332139000,Generic Psorin ointment,332139000,VMP
332181006,Gamolenic acid 40mg capsules,332181006,VMP
332189008,Gamolenic acid 80mg capsules,332189008,VMP
332195009,Calcipotriol 50micrograms/g ointment,332195009,VMP
332199003,Calcipotriol 50micrograms/g cream,332199003,VMP
332211008,Acitretin 10mg capsules,332211008,VMP
332213006,Acitretin 25mg capsules,332213006,VMP
332215004,Tacalcitol 4micrograms/g ointment,332215004,VMP
332235003,Dithranol 2% cream,332235003,VMP
332236002,Dithranol 3% cream,332236002,VMP
332245001,Dithranol 0.25% cream,332245001,VMP
332246000,Dithranol 0.5% cream,332246000,VMP
332247009,Dithranol 1% cream,332247009,VMP
332248004,Dithranol 0.1% cream,332248004,VMP
332258000,Aluminium oxide 38% paste,332258000,VMP
332276007,Benzoyl peroxide 10%/Potassium hydroxyquin sulf 0.5% crm,332276007,VMP
332315002,Sulfur 8% / Resorcinol 2% cream,332315002,VMP
332318000,Tetracycline 2.2mg/ml topical solution,332318000,VMP
332324006,Tretinoin 0.025% cream,332324006,VMP
332329001,Tretinoin 0.01% gel,332329001,VMP
332330006,Tretinoin 0.05% cream,332330006,VMP
332331005,Tretinoin 0.025% gel,332331005,VMP
332332003,Tretinoin 0.025% lotion,332332003,VMP
332346003,Erythromycin 2% solution,332346003,VMP
332347007,Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion,332347007,VMP
332350005,Erythromycin 2% gel,332350005,VMP
332351009,Erythromycin 4% gel,332351009,VMP
332355000,Tretinoin 0.025% / Erythromycin 4% solution,332355000,VMP
332366007,Isotretinoin 0.05% / Erythromycin 2% gel,332366007,VMP
332373002,Salicylic acid 2% solution,332373002,VMP
332376005,Nicotinamide 4% gel,332376005,VMP
332378006,Adapalene 0.1% gel,332378006,VMP
332381001,Adapalene 0.1% cream,332381001,VMP
332383003,Benzoyl peroxide 4% cream,332383003,VMP
332385005,Benzoyl peroxide 5% lotion,332385005,VMP
332386006,Benzoyl peroxide 5% cream,332386006,VMP
332387002,Benzoyl peroxide 10% lotion,332387002,VMP
332388007,Benzoyl peroxide 10% gel,332388007,VMP
332396002,Benzoyl peroxide 5% gel,332396002,VMP
332402005,Co-cyprindiol 2000microgram/35microgram tablets,332402005,VMP
332405007,Isotretinoin 5mg capsules,332405007,VMP
332406008,Isotretinoin 20mg capsules,332406008,VMP
332430005,Salicylic acid 26% solution,332430005,VMP
332433007,Salicylic acid 50% ointment,332433007,VMP
332449009,Glutaraldehyde 10% solution,332449009,VMP
332453006,Salicylic acid 25% / Podophyllum resin 20% ointment,332453006,VMP
332454000,Podophyllotoxin 0.5% solution,332454000,VMP
332459005,Podophyllotoxin 0.15% cream,332459005,VMP
332708008,Povidone-Iodine 4% shampoo,332708008,VMP
332719006,Selenium sulfide 2.5% shampoo,332719006,VMP
332722008,Sulfur 5% / Salicylic acid 3% shampoo,332722008,VMP
332723003,Coal tar 4.3% shampoo,332723003,VMP
332745002,Ketoconazole 2% shampoo,332745002,VMP
332753005,Salicylic acid 2% lotion,332753005,VMP
332783001,Mupirocin 2% cream,332783001,VMP
332784007,Mupirocin 2% ointment,332784007,VMP
332825002,Fusidic acid 2% cream,332825002,VMP
332826001,Fusidic acid 2% gel,332826001,VMP
332829008,Sodium fusidate 2% ointment,332829008,VMP
332854008,Benzoic acid 6% / Salicylic acid 3% cream,332854008,VMP
332859003,Benzoyl peroxide 5%/Potassium hydroxyquin sulf 0.5% crm,332859003,VMP
332875000,Clotrimazole 1% spray,332875000,VMP
332896007,Econazole 1% cream,332896007,VMP
332904001,Ketoconazole 2% cream,332904001,VMP
332908003,Miconazole 2% cream,332908003,VMP
332918008,Miconazole 0.16% dry powder spray,332918008,VMP
332947001,Sulconazole 1% cream,332947001,VMP
332952006,Tolnaftate 1% cream,332952006,VMP
332953001,Tolnaftate 1% / Chlorhexidine 0.25% powder,332953001,VMP
332966001,Zinc undecenoate 20% / Undecenoic acid 5% cream,332966001,VMP
332983005,Metronidazole 0.75% gel,332983005,VMP
332984004,Metronidazole 0.8% gel,332984004,VMP
332985003,Metronidazole 0.75% cream,332985003,VMP
332987006,Metronidazole 1% cream,332987006,VMP
333002006,Amorolfine 0.25% cream,333002006,VMP
333020002,Aciclovir 5% cream,333020002,VMP
333030006,Penciclovir 1% cream,333030006,VMP
333104005,Phenothrin 0.5% foam,333104005,VMP
333110005,Phenothrin 0.2% lotion,333110005,VMP
333129004,Povidone-Iodine 5% cream,333129004,VMP
333133006,Cetrimide 0.2% / Benzalkonium chloride 0.01% cream,333133006,VMP
333135004,Dibrompropamidine 0.15% cream,333135004,VMP
333136003,Polynoxylin 10% cream,333136003,VMP
333161000,Povidone-Iodine 10% ointment,333161000,VMP
333162007,Cetrimide 1% cream,333162007,VMP
333177004,Benzalkonium chloride 1% solution,333177004,VMP
333180003,,333180003,VMP
333196000,Cetrimide 15% / Chlorhexidine gluconate 1.5% liquid,333196000,VMP
333200005,Chlorhexidine gluconate 0.5% solution,333200005,VMP
333201009,Chlorhexidine gluconate 4% solution,333201009,VMP
333253001,Chlorhexidine gluconate 0.05% solution,333253001,VMP
333340001,Potassium permanganate 0.1% solution,333340001,VMP
333347003,,333347003,VMP
333349000,,333349000,VMP
333370006,Pyridostigmine bromide 60mg tablets,333370006,VMP
333421008,Hydrogen peroxide 1% cream,333421008,VMP
333452009,Hydrogen peroxide 1.5% cream,333452009,VMP
333487009,Heparinoid 0.3% gel,333487009,VMP
333488004,Heparinoid 0.3% cream,333488004,VMP
333506000,Hydroquinone 2% cream,333506000,VMP
333769007,Tetanus immunoglobulin human 250unit inj vials,333769007,VMP
333775003,Varicella immunoglobulin 250mg solution for injection vials,333775003,VMP
333834003,Thiopental 500mg powder for solution for injection vials,333834003,VMP
333988009,Remifentanil 1mg powder for solution for injection vials,333988009,VMP
333989001,Remifentanil 2mg powder for solution for injection vials,333989001,VMP
333990005,Remifentanil 5mg powder for solution for injection vials,333990005,VMP
334108003,Dantrolene 20mg powder for solution for injection vials,334108003,VMP
334219006,Lidocaine 5% / Phenylephrine 0.5% nasal spray,334219006,VMP
334223003,Lidocaine 0.5% gel,334223003,VMP
334240007,Lidocaine 1% gel,334240007,VMP
334243009,Lidocaine 2% gel,334243009,VMP
334245002,Lidocaine 5% ointment,334245002,VMP
334246001,Lidocaine 10% spray sugar free,334246001,VMP
334277004,Multiple pack dressing No 1,334277004,VMP
334688000,,334688000,VMP
335196002,Triangular calico bandage BP 1980 90cm x 127cm,335196002,VMP
335285000,Latex foam adhesive 22.5cm x 45cm x 7mm,335285000,VMP
337375002,Biloptin 500mg capsules,337375002,VMP
346672000,Generic Rifater tablets,346672000,VMP
346917004,Azelaic acid 20% cream,346917004,VMP
346938005,Clobetasol 0.05% cream,346938005,VMP
346983006,Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% crm,346983006,VMP
346990001,Hydrocortisone 0.5% cream,346990001,VMP
