code,term,dmd_id,dmd_type,bnf,type
11019511000001104,CIPROFLOXACIN 750MG TABLETS,11019511000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
11402111000001108,CIPROFLOXACIN 750MG TABLETS,11402111000001108,AMP,0501120L0AAAJAJ,Ciprofloxacin
13744211000001104,CIPROFLOXACIN 750MG TABLETS,13744211000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
15078411000001100,CIPROFLOXACIN 750MG TABLETS,15078411000001100,AMP,0501120L0AAAJAJ,Ciprofloxacin
15989311000001104,CIPROFLOXACIN 750MG TABLETS,15989311000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
17858811000001100,CIPROFLOXACIN 750MG TABLETS,17858811000001100,AMP,0501120L0AAAJAJ,Ciprofloxacin
17964511000001108,CIPROFLOXACIN 750MG TABLETS,17964511000001108,AMP,0501120L0AAAJAJ,Ciprofloxacin
18281011000001108,CIPROFLOXACIN 750MG TABLETS,18281011000001108,AMP,0501120L0AAAJAJ,Ciprofloxacin
19714211000001108,CIPROFLOXACIN 750MG TABLETS,19714211000001108,AMP,0501120L0AAAJAJ,Ciprofloxacin
19730111000001104,CIPROFLOXACIN 750MG TABLETS,19730111000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
19833511000001104,CIPROFLOXACIN 750MG TABLETS,19833511000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
21853311000001104,CIPROFLOXACIN 750MG TABLETS,21853311000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
23483711000001104,CIPROFLOXACIN 750MG TABLETS,23483711000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
36574511000001104,CIPROFLOXACIN 750MG TABLETS,36574511000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
36841911000001104,CIPROFLOXACIN 750MG TABLETS,36841911000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
38715311000001104,CIPROFLOXACIN 750MG TABLETS,38715311000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
38835411000001104,CIPROFLOXACIN 750MG TABLETS,38835411000001104,AMP,0501120L0AAAJAJ,Ciprofloxacin
12020811000001102,CIPROFLOXACIN 75MG/5ML ORAL SUSPENSION,12020811000001102,VMP,0501120L0AAAVAV,Ciprofloxacin
11973911000001108,CIPROFLOXACIN 75MG/5ML ORAL SUSPENSION,11973911000001108,AMP,0501120L0AAAVAV,Ciprofloxacin
12020911000001108,CIPROFLOXACIN 80MG/5ML ORAL SUSPENSION,12020911000001108,VMP,0501120L0AABDBD,Ciprofloxacin
11974611000001104,CIPROFLOXACIN 80MG/5ML ORAL SUSPENSION,11974611000001104,AMP,0501120L0AABDBD,Ciprofloxacin
162511000001103,CIPROXIN 100MG TABLETS,162511000001103,AMP,0501120L0BBACAG,Ciprofloxacin
902411000001101,CIPROXIN 100MG/50ML SOLUTION FOR INFUSION BOTTLES,902411000001101,AMP,0501120L0BBAEAB,Ciprofloxacin
8951511000001108,CIPROXIN 200MG/100ML SOLUTION FOR INFUSION BOTTLES,8951511000001108,AMP,0501120L0BBAFAD,Ciprofloxacin
455911000001109,CIPROXIN 250MG TABLETS,455911000001109,AMP,0501120L0BBAAAA,Ciprofloxacin
3492511000001109,CIPROXIN 250MG/5ML ORAL SUSPENSION,3492511000001109,AMP,0501120L0BBAJBG,Ciprofloxacin
8954311000001104,CIPROXIN 400MG/200ML SOLUTION FOR INFUSION BOTTLES,8954311000001104,AMP,0501120L0BBAGAY,Ciprofloxacin
417611000001101,CIPROXIN 500MG TABLETS,417611000001101,AMP,0501120L0BBABAF,Ciprofloxacin
661311000001104,CIPROXIN 750MG TABLETS,661311000001104,AMP,0501120L0BBADAJ,Ciprofloxacin
785511000001102,CIPROXIN I.V. FLEXIBAG 200MG/100ML INFUSION,785511000001102,AMP,0501120L0BBAHBE,Ciprofloxacin
854011000001101,CIPROXIN I.V. FLEXIBAG 400MG/200ML INFUSION,854011000001101,AMP,0501120L0BBAIBF,Ciprofloxacin
39687511000001109,Ciprofloxacin 250mg tablets,39687511000001109,VMP,0501120L0AAAAAA,Ciprofloxacin
18460011000001101,Ciprofloxacin 250mg tablets,18460011000001101,AMP,0501120L0AAAAAA,Ciprofloxacin
10393211000001107,Ciprofloxacin 250mg tablets,10393211000001107,AMP,0501120L0AAAAAA,Ciprofloxacin
19713611000001107,Ciprofloxacin 250mg tablets,19713611000001107,AMP,0501120L0AAAAAA,Ciprofloxacin
11017911000001103,Ciprofloxacin 250mg tablets,11017911000001103,AMP,0501120L0AAAAAA,Ciprofloxacin
38834811000001101,Ciprofloxacin 250mg tablets,38834811000001101,AMP,0501120L0AAAAAA,Ciprofloxacin
19729511000001101,Ciprofloxacin 250mg tablets,19729511000001101,AMP,0501120L0AAAAAA,Ciprofloxacin
38794711000001100,Ciprofloxacin 250mg tablets,38794711000001100,AMP,0501120L0AAAAAA,Ciprofloxacin
36574211000001108,Ciprofloxacin 250mg tablets,36574211000001108,AMP,0501120L0AAAAAA,Ciprofloxacin
11401111000001103,Ciprofloxacin 250mg tablets,11401111000001103,AMP,0501120L0AAAAAA,Ciprofloxacin
40673211000001108,Ciprofloxacin 250mg tablets,40673211000001108,AMP,0501120L0AAAAAA,Ciprofloxacin
15077111000001109,Ciprofloxacin 250mg tablets,15077111000001109,AMP,0501120L0AAAAAA,Ciprofloxacin
18280611000001105,Ciprofloxacin 250mg tablets,18280611000001105,AMP,0501120L0AAAAAA,Ciprofloxacin
13743811000001101,Ciprofloxacin 250mg tablets,13743811000001101,AMP,0501120L0AAAAAA,Ciprofloxacin
36840911000001109,Ciprofloxacin 250mg tablets,36840911000001109,AMP,0501120L0AAAAAA,Ciprofloxacin
21852511000001102,Ciprofloxacin 250mg tablets,21852511000001102,AMP,0501120L0AAAAAA,Ciprofloxacin
36140911000001100,Ciprofloxacin 100mg/50ml solution for infusion bottles,36140911000001100,VMP,0501120L0AAABAB,Ciprofloxacin
11546011000001109,Ciprofloxacin 100mg/50ml solution for infusion bottles,11546011000001109,AMP,0501120L0AAABAB,Ciprofloxacin
36570411000001101,Ciprofloxacin 200mg/100ml solution for infusion bottles,36570411000001101,AMP,0501120L0AAADAD,Ciprofloxacin
22982111000001106,Ciprofloxacin 200mg/100ml solution for infusion bottles,22982111000001106,AMP,0501120L0AAADAD,Ciprofloxacin
39687811000001107,Ciprofloxacin 500mg tablets,39687811000001107,VMP,0501120L0AAAFAF,Ciprofloxacin
19834311000001105,Ciprofloxacin 500mg tablets,19834311000001105,AMP,0501120L0AAAFAF,Ciprofloxacin
18460411000001105,Ciprofloxacin 500mg tablets,18460411000001105,AMP,0501120L0AAAFAF,Ciprofloxacin
10393511000001105,Ciprofloxacin 500mg tablets,10393511000001105,AMP,0501120L0AAAFAF,Ciprofloxacin
15989111000001101,Ciprofloxacin 500mg tablets,15989111000001101,AMP,0501120L0AAAFAF,Ciprofloxacin
19713911000001101,Ciprofloxacin 500mg tablets,19713911000001101,AMP,0501120L0AAAFAF,Ciprofloxacin
11018811000001107,Ciprofloxacin 500mg tablets,11018811000001107,AMP,0501120L0AAAFAF,Ciprofloxacin
38835111000001107,Ciprofloxacin 500mg tablets,38835111000001107,AMP,0501120L0AAAFAF,Ciprofloxacin
19729711000001106,Ciprofloxacin 500mg tablets,19729711000001106,AMP,0501120L0AAAFAF,Ciprofloxacin
38715111000001103,Ciprofloxacin 500mg tablets,38715111000001103,AMP,0501120L0AAAFAF,Ciprofloxacin
36574711000001101,Ciprofloxacin 500mg tablets,36574711000001101,AMP,0501120L0AAAFAF,Ciprofloxacin
36696711000001108,Ciprofloxacin 500mg tablets,36696711000001108,AMP,0501120L0AAAFAF,Ciprofloxacin
11401511000001107,Ciprofloxacin 500mg tablets,11401511000001107,AMP,0501120L0AAAFAF,Ciprofloxacin
40673411000001107,Ciprofloxacin 500mg tablets,40673411000001107,AMP,0501120L0AAAFAF,Ciprofloxacin
15077911000001107,Ciprofloxacin 500mg tablets,15077911000001107,AMP,0501120L0AAAFAF,Ciprofloxacin
18280811000001109,Ciprofloxacin 500mg tablets,18280811000001109,AMP,0501120L0AAAFAF,Ciprofloxacin
13744011000001109,Ciprofloxacin 500mg tablets,13744011000001109,AMP,0501120L0AAAFAF,Ciprofloxacin
36841511000001109,Ciprofloxacin 500mg tablets,36841511000001109,AMP,0501120L0AAAFAF,Ciprofloxacin
21853011000001101,Ciprofloxacin 500mg tablets,21853011000001101,AMP,0501120L0AAAFAF,Ciprofloxacin
39686211000001109,Ciprofloxacin 100mg tablets,39686211000001109,VMP,0501120L0AAAGAG,Ciprofloxacin
15988711000001109,Ciprofloxacin 100mg tablets,15988711000001109,AMP,0501120L0AAAGAG,Ciprofloxacin
19713411000001109,Ciprofloxacin 100mg tablets,19713411000001109,AMP,0501120L0AAAGAG,Ciprofloxacin
11017111000001101,Ciprofloxacin 100mg tablets,11017111000001101,AMP,0501120L0AAAGAG,Ciprofloxacin
38834611000001100,Ciprofloxacin 100mg tablets,38834611000001100,AMP,0501120L0AAAGAG,Ciprofloxacin
36575111000001103,Ciprofloxacin 100mg tablets,36575111000001103,AMP,0501120L0AAAGAG,Ciprofloxacin
17858011000001107,Ciprofloxacin 100mg tablets,17858011000001107,AMP,0501120L0AAAGAG,Ciprofloxacin
15076711000001107,Ciprofloxacin 100mg tablets,15076711000001107,AMP,0501120L0AAAGAG,Ciprofloxacin
39687011000001101,Ciprofloxacin 750mg tablets,39687011000001101,VMP,0501120L0AAAJAJ,Ciprofloxacin
19833511000001102,Ciprofloxacin 750mg tablets,19833511000001102,AMP,0501120L0AAAJAJ,Ciprofloxacin
23483711000001106,Ciprofloxacin 750mg tablets,23483711000001106,AMP,0501120L0AAAJAJ,Ciprofloxacin
11019511000001103,Ciprofloxacin 750mg tablets,11019511000001103,AMP,0501120L0AAAJAJ,Ciprofloxacin
38835411000001102,Ciprofloxacin 750mg tablets,38835411000001102,AMP,0501120L0AAAJAJ,Ciprofloxacin
19730111000001102,Ciprofloxacin 750mg tablets,19730111000001102,AMP,0501120L0AAAJAJ,Ciprofloxacin
38715311000001101,Ciprofloxacin 750mg tablets,38715311000001101,AMP,0501120L0AAAJAJ,Ciprofloxacin
36574511000001106,Ciprofloxacin 750mg tablets,36574511000001106,AMP,0501120L0AAAJAJ,Ciprofloxacin
17858811000001101,Ciprofloxacin 750mg tablets,17858811000001101,AMP,0501120L0AAAJAJ,Ciprofloxacin
18281011000001107,Ciprofloxacin 750mg tablets,18281011000001107,AMP,0501120L0AAAJAJ,Ciprofloxacin
36841911000001102,Ciprofloxacin 750mg tablets,36841911000001102,AMP,0501120L0AAAJAJ,Ciprofloxacin
21853311000001103,Ciprofloxacin 750mg tablets,21853311000001103,AMP,0501120L0AAAJAJ,Ciprofloxacin
9207911000001103,Ciprofloxacin 750mg tablets,9207911000001103,AMP,0501120L0AAAJAJ,Ciprofloxacin
11980911000001105,Ciprofloxacin 40mg/5ml oral suspension,11980911000001105,AMP,0501120L0AAANAN,Ciprofloxacin
11975011000001109,Ciprofloxacin 100mg/5ml oral suspension,11975011000001109,AMP,0501120L0AAAPAP,Ciprofloxacin
11972111000001103,Ciprofloxacin 500mg/5ml oral suspension,11972111000001103,AMP,0501120L0AAAQAQ,Ciprofloxacin
11975511000001101,Ciprofloxacin 125mg/5ml oral suspension,11975511000001101,AMP,0501120L0AAATAT,Ciprofloxacin
12020611000001101,Ciprofloxacin 50mg/5ml oral suspension,12020611000001101,VMP,0501120L0AAAUAU,Ciprofloxacin
11973911000001107,Ciprofloxacin 75mg/5ml oral suspension,11973911000001107,AMP,0501120L0AAAVAV,Ciprofloxacin
12020711000001105,Ciprofloxacin 60mg/5ml oral suspension,12020711000001105,VMP,0501120L0AAAWAW,Ciprofloxacin
36570611000001103,Ciprofloxacin 400mg/200ml solution for infusion bottles,36570611000001103,AMP,0501120L0AAAYAY,Ciprofloxacin
34611511000001102,Ciprofloxacin 400mg/200ml solution for infusion bottles,34611511000001102,AMP,0501120L0AAAYAY,Ciprofloxacin
12020211000001103,Ciprofloxacin 375mg/5ml oral suspension,12020211000001103,VMP,0501120L0AABBBB,Ciprofloxacin
11980311000001109,Ciprofloxacin 375mg/5ml oral suspension,11980311000001109,AMP,0501120L0AABBBB,Ciprofloxacin
12020911000001107,Ciprofloxacin 80mg/5ml oral suspension,12020911000001107,VMP,0501120L0AABDBD,Ciprofloxacin
11974611000001103,Ciprofloxacin 80mg/5ml oral suspension,11974611000001103,AMP,0501120L0AABDBD,Ciprofloxacin
36141011000001108,Ciprofloxacin 200mg/100ml infusion bags,36141011000001108,VMP,0501120L0AABEBE,Ciprofloxacin
35515811000001102,Ciprofloxacin 200mg/100ml infusion bags,35515811000001102,AMP,0501120L0AABEBE,Ciprofloxacin
11761311000001107,Ciprofloxacin 200mg/100ml infusion bags,11761311000001107,AMP,0501120L0AABEBE,Ciprofloxacin
36141511000001100,Ciprofloxacin 400mg/200ml infusion bags,36141511000001100,VMP,0501120L0AABFBF,Ciprofloxacin
32775511000001107,Ciprofloxacin 400mg/200ml infusion bags,32775511000001107,AMP,0501120L0AABFBF,Ciprofloxacin
35516111000001103,Ciprofloxacin 400mg/200ml infusion bags,35516111000001103,AMP,0501120L0AABFBF,Ciprofloxacin
35831211000001109,Ciprofloxacin 400mg/200ml infusion bags,35831211000001109,AMP,0501120L0AABFBF,Ciprofloxacin
11761811000001103,Ciprofloxacin 400mg/200ml infusion bags,11761811000001103,AMP,0501120L0AABFBF,Ciprofloxacin
11971311000001105,Ciprofloxacin 45mg/5ml oral suspension,11971311000001105,AMP,0501120L0AABHBH,Ciprofloxacin
12019711000001109,Ciprofloxacin 150mg/5ml oral suspension,12019711000001109,VMP,0501120L0AABIBI,Ciprofloxacin
12019811000001101,Ciprofloxacin 165mg/5ml oral suspension,12019811000001101,VMP,0501120L0AABJBJ,Ciprofloxacin
11976411000001109,Ciprofloxacin 165mg/5ml oral suspension,11976411000001109,AMP,0501120L0AABJBJ,Ciprofloxacin
12020111000001109,Ciprofloxacin 20mg/5ml oral suspension,12020111000001109,VMP,0501120L0AABKBK,Ciprofloxacin
11979311000001109,Ciprofloxacin 20mg/5ml oral suspension,11979311000001109,AMP,0501120L0AABKBK,Ciprofloxacin
18756911000001102,Ciprofloxacin 100mg/50ml solution for infusion vials,18756911000001102,AMP,0501120L0AABQBQ,Ciprofloxacin
34648611000001102,Ciprofloxacin 100mg/50ml solution for infusion vials,34648611000001102,AMP,0501120L0AABQBQ,Ciprofloxacin
34532811000001105,Ciprofloxacin 100mg/50ml solution for infusion vials,34532811000001105,AMP,0501120L0AABQBQ,Ciprofloxacin
10889411000001105,Ciprofloxacin 100mg/50ml solution for infusion vials,10889411000001105,AMP,0501120L0AABQBQ,Ciprofloxacin
10892811000001103,Ciprofloxacin 200mg/100ml solution for infusion vials,10892811000001103,VMP,0501120L0AABRBR,Ciprofloxacin
11528211000001101,Ciprofloxacin 200mg/100ml solution for infusion vials,11528211000001101,AMP,0501120L0AABRBR,Ciprofloxacin
13793511000001105,Ciprofloxacin 200mg/100ml solution for infusion vials,13793511000001105,AMP,0501120L0AABRBR,Ciprofloxacin
34649111000001103,Ciprofloxacin 400mg/200ml solution for infusion vials,34649111000001103,AMP,0501120L0AABSBS,Ciprofloxacin
10890011000001105,Ciprofloxacin 400mg/200ml solution for infusion vials,10890011000001105,AMP,0501120L0AABSBS,Ciprofloxacin
18149211000001104,CLARIE XL 500MG TABLETS,18149211000001104,AMP,0501050B0BEAAAE,Clarithromycin
4977911000001105,CLARITHROMYCIN 125MG GRANULES SACHETS,4977911000001105,VMP,0501050B0AAAGAG,Clarithromycin
9742311000001104,CLARITHROMYCIN 125MG GRANULES STRAWS,9742311000001104,VMP,0501050B0AAAKAK,Clarithromycin
35368711000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,35368711000001104,VMP,0501050B0AAABAB,Clarithromycin
9042011000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,9042011000001104,AMP,0501050B0AAABAB,Clarithromycin
9155811000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,9155811000001104,AMP,0501050B0AAABAB,Clarithromycin
9157411000001102,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,9157411000001102,AMP,0501050B0AAABAB,Clarithromycin
9252611000001100,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,9252611000001100,AMP,0501050B0AAABAB,Clarithromycin
9547411000001108,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,9547411000001108,AMP,0501050B0AAABAB,Clarithromycin
15080411000001108,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,15080411000001108,AMP,0501050B0AAABAB,Clarithromycin
18101811000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,18101811000001104,AMP,0501050B0AAABAB,Clarithromycin
21854311000001100,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,21854311000001100,AMP,0501050B0AAABAB,Clarithromycin
30031911000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,30031911000001104,AMP,0501050B0AAABAB,Clarithromycin
30761711000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,30761711000001104,AMP,0501050B0AAABAB,Clarithromycin
36621611000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,36621611000001104,AMP,0501050B0AAABAB,Clarithromycin
38840411000001104,CLARITHROMYCIN 125MG/5ML ORAL SUSPENSION,38840411000001104,AMP,0501050B0AAABAB,Clarithromycin
9742411000001104,CLARITHROMYCIN 187.5MG GRANULES STRAWS,9742411000001104,VMP,0501050B0AAALAL,Clarithromycin
324248006,CLARITHROMYCIN 250MG GRANULES SACHETS,324248006,VMP,0501050B0AAAFAF,Clarithromycin
9742511000001108,CLARITHROMYCIN 250MG GRANULES STRAWS,9742511000001108,VMP,0501050B0AAAMAM,Clarithromycin
324238009,CLARITHROMYCIN 250MG TABLETS,324238009,VMP,0501050B0AAAAAA,Clarithromycin
8818911000001106,CLARITHROMYCIN 250MG TABLETS,8818911000001106,AMP,0501050B0AAAAAA,Clarithromycin
8825911000001106,CLARITHROMYCIN 250MG TABLETS,8825911000001106,AMP,0501050B0AAAAAA,Clarithromycin
8914911000001107,CLARITHROMYCIN 250MG TABLETS,8914911000001107,AMP,0501050B0AAAAAA,Clarithromycin
8927511000001103,CLARITHROMYCIN 250MG TABLETS,8927511000001103,AMP,0501050B0AAAAAA,Clarithromycin
8993611000001100,CLARITHROMYCIN 250MG TABLETS,8993611000001100,AMP,0501050B0AAAAAA,Clarithromycin
9033411000001104,CLARITHROMYCIN 250MG TABLETS,9033411000001104,AMP,0501050B0AAAAAA,Clarithromycin
9038211000001104,CLARITHROMYCIN 250MG TABLETS,9038211000001104,AMP,0501050B0AAAAAA,Clarithromycin
13745611000001100,CLARITHROMYCIN 250MG TABLETS,13745611000001100,AMP,0501050B0AAAAAA,Clarithromycin
13765011000001104,CLARITHROMYCIN 250MG TABLETS,13765011000001104,AMP,0501050B0AAAAAA,Clarithromycin
14694011000001106,CLARITHROMYCIN 250MG TABLETS,14694011000001106,AMP,0501050B0AAAAAA,Clarithromycin
15080711000001102,CLARITHROMYCIN 250MG TABLETS,15080711000001102,AMP,0501050B0AAAAAA,Clarithromycin
17522411000001102,CLARITHROMYCIN 250MG TABLETS,17522411000001102,AMP,0501050B0AAAAAA,Clarithromycin
17859611000001108,CLARITHROMYCIN 250MG TABLETS,17859611000001108,AMP,0501050B0AAAAAA,Clarithromycin
17965211000001106,CLARITHROMYCIN 250MG TABLETS,17965211000001106,AMP,0501050B0AAAAAA,Clarithromycin
19715011000001104,CLARITHROMYCIN 250MG TABLETS,19715011000001104,AMP,0501050B0AAAAAA,Clarithromycin
20096711000001104,CLARITHROMYCIN 250MG TABLETS,20096711000001104,AMP,0501050B0AAAAAA,Clarithromycin
20165611000001104,CLARITHROMYCIN 250MG TABLETS,20165611000001104,AMP,0501050B0AAAAAA,Clarithromycin
21854711000001104,CLARITHROMYCIN 250MG TABLETS,21854711000001104,AMP,0501050B0AAAAAA,Clarithromycin
35140911000001104,CLARITHROMYCIN 250MG TABLETS,35140911000001104,AMP,0501050B0AAAAAA,Clarithromycin
36846911000001104,CLARITHROMYCIN 250MG TABLETS,36846911000001104,AMP,0501050B0AAAAAA,Clarithromycin
37402011000001104,CLARITHROMYCIN 250MG TABLETS,37402011000001104,AMP,0501050B0AAAAAA,Clarithromycin
38836811000001104,CLARITHROMYCIN 250MG TABLETS,38836811000001104,AMP,0501050B0AAAAAA,Clarithromycin
37083211000001104,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,37083211000001104,VMP,0501050B0AAAHAH,Clarithromycin
9042311000001100,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,9042311000001100,AMP,0501050B0AAAHAH,Clarithromycin
9156111000001108,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,9156111000001108,AMP,0501050B0AAAHAH,Clarithromycin
9157711000001108,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,9157711000001108,AMP,0501050B0AAAHAH,Clarithromycin
9253011000001104,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,9253011000001104,AMP,0501050B0AAAHAH,Clarithromycin
9547911000001100,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,9547911000001100,AMP,0501050B0AAAHAH,Clarithromycin
15080911000001100,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,15080911000001100,AMP,0501050B0AAAHAH,Clarithromycin
18103211000001100,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,18103211000001100,AMP,0501050B0AAAHAH,Clarithromycin
21854511000001108,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,21854511000001108,AMP,0501050B0AAAHAH,Clarithromycin
30041111000001108,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,30041111000001108,AMP,0501050B0AAAHAH,Clarithromycin
30761911000001100,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,30761911000001100,AMP,0501050B0AAAHAH,Clarithromycin
36621811000001104,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,36621811000001104,AMP,0501050B0AAAHAH,Clarithromycin
38840711000001104,CLARITHROMYCIN 250MG/5ML ORAL SUSPENSION,38840711000001104,AMP,0501050B0AAAHAH,Clarithromycin
36142611000001104,CLARITHROMYCIN 500MG MODIFIED-RELEASE TABLETS,36142611000001104,VMP,0501050B0AAAEAE,Clarithromycin
17648711000001102,CLARITHROMYCIN 500MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION VIALS,17648711000001102,AMP,0501050B0AAACAC,Clarithromycin
17997711000001108,CLARITHROMYCIN 500MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION VIALS,17997711000001108,AMP,0501050B0AAACAC,Clarithromycin
35555411000001108,CLARITHROMYCIN 500MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION VIALS,35555411000001108,AMP,0501050B0AAACAC,Clarithromycin
36635611000001104,CLARITHROMYCIN 500MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION VIALS,36635611000001104,AMP,0501050B0AAACAC,Clarithromycin
324242007,CLARITHROMYCIN 500MG POWDER FOR SOLUTION FOR INFUSION VIALS,324242007,VMP,0501050B0AAACAC,Clarithromycin
13469711000001108,CLARITHROMYCIN 500MG POWDER FOR SOLUTION FOR INFUSION VIALS,13469711000001108,AMP,0501050B0AAACAC,Clarithromycin
13612911000001102,CLARITHROMYCIN 500MG POWDER FOR SOLUTION FOR INFUSION VIALS,13612911000001102,AMP,0501050B0AAACAC,Clarithromycin
34751611000001104,CLARITHROMYCIN 500MG POWDER FOR SOLUTION FOR INFUSION VIALS,34751611000001104,AMP,0501050B0AAACAC,Clarithromycin
324244008,CLARITHROMYCIN 500MG TABLETS,324244008,VMP,0501050B0AAADAD,Clarithromycin
8819111000001101,CLARITHROMYCIN 500MG TABLETS,8819111000001101,AMP,0501050B0AAADAD,Clarithromycin
8826111000001102,CLARITHROMYCIN 500MG TABLETS,8826111000001102,AMP,0501050B0AAADAD,Clarithromycin
8915511000001104,CLARITHROMYCIN 500MG TABLETS,8915511000001104,AMP,0501050B0AAADAD,Clarithromycin
8928611000001100,CLARITHROMYCIN 500MG TABLETS,8928611000001100,AMP,0501050B0AAADAD,Clarithromycin
8993811000001101,CLARITHROMYCIN 500MG TABLETS,8993811000001101,AMP,0501050B0AAADAD,Clarithromycin
9033811000001100,CLARITHROMYCIN 500MG TABLETS,9033811000001100,AMP,0501050B0AAADAD,Clarithromycin
9038811000001106,CLARITHROMYCIN 500MG TABLETS,9038811000001106,AMP,0501050B0AAADAD,Clarithromycin
13745811000001102,CLARITHROMYCIN 500MG TABLETS,13745811000001102,AMP,0501050B0AAADAD,Clarithromycin
13765211000001108,CLARITHROMYCIN 500MG TABLETS,13765211000001108,AMP,0501050B0AAADAD,Clarithromycin
14694411000001102,CLARITHROMYCIN 500MG TABLETS,14694411000001102,AMP,0501050B0AAADAD,Clarithromycin
17522611000001104,CLARITHROMYCIN 500MG TABLETS,17522611000001104,AMP,0501050B0AAADAD,Clarithromycin
17859811000001108,CLARITHROMYCIN 500MG TABLETS,17859811000001108,AMP,0501050B0AAADAD,Clarithromycin
17965511000001108,CLARITHROMYCIN 500MG TABLETS,17965511000001108,AMP,0501050B0AAADAD,Clarithromycin
19715211000001108,CLARITHROMYCIN 500MG TABLETS,19715211000001108,AMP,0501050B0AAADAD,Clarithromycin
20097311000001108,CLARITHROMYCIN 500MG TABLETS,20097311000001108,AMP,0501050B0AAADAD,Clarithromycin
20165811000001104,CLARITHROMYCIN 500MG TABLETS,20165811000001104,AMP,0501050B0AAADAD,Clarithromycin
21854911000001100,CLARITHROMYCIN 500MG TABLETS,21854911000001100,AMP,0501050B0AAADAD,Clarithromycin
29789111000001104,CLARITHROMYCIN 500MG TABLETS,29789111000001104,AMP,0501050B0AAADAD,Clarithromycin
35141111000001104,CLARITHROMYCIN 500MG TABLETS,35141111000001104,AMP,0501050B0AAADAD,Clarithromycin
36847211000001104,CLARITHROMYCIN 500MG TABLETS,36847211000001104,AMP,0501050B0AAADAD,Clarithromycin
37402811000001104,CLARITHROMYCIN 500MG TABLETS,37402811000001104,AMP,0501050B0AAADAD,Clarithromycin
38837011000001104,CLARITHROMYCIN 500MG TABLETS,38837011000001104,AMP,0501050B0AAADAD,Clarithromycin
9739611000001100,CLAROSIP 125MG GRANULES FOR ORAL SUSPENSION STRAWS,9739611000001100,AMP,0501050B0BDAAAK,Clarithromycin
9739911000001106,CLAROSIP 187.5MG GRANULES FOR ORAL SUSPENSION STRAWS,9739911000001106,AMP,0501050B0BDABAL,Clarithromycin
9740211000001104,CLAROSIP 250MG GRANULES FOR ORAL SUSPENSION STRAWS,9740211000001104,AMP,0501050B0BDACAM,Clarithromycin
21708211000001104,FEBZIN XL 500MG TABLETS,21708211000001104,AMP,0501050B0BGAAAE,Clarithromycin
220811000001105,KLARICID 250MG TABLETS,220811000001105,AMP,0501050B0BBAAAA,Clarithromycin
463111000001102,KLARICID 500 TABLETS,463111000001102,AMP,0501050B0BBADAD,Clarithromycin
3253811000001107,KLARICID ADULT 250MG GRANULES SACHETS,3253811000001107,AMP,0501050B0BBAFAF,Clarithromycin
27011000001106,KLARICID IV 500MG POWDER FOR SOLUTION FOR INFUSION VIALS,27011000001106,AMP,0501050B0BBACAC,Clarithromycin
4973711000001103,KLARICID PAEDIATRIC 125MG GRANULES SACHETS,4973711000001103,AMP,0501050B0BBAGAG,Clarithromycin
917411000001101,KLARICID PAEDIATRIC 125MG/5ML ORAL SUSPENSION,917411000001101,AMP,0501050B0BBABAB,Clarithromycin
