dmd,name,bnf_code,invalid,type
12914111000001100,Nitrofurantoin 35mg/5ml oral solution 1 ml,0501130R0AABPBP,0,VMPP
12913811000001104,Nitrofurantoin 35mg/5ml oral suspension 1 ml,0501130R0AABPBP,0,VMPP
12914711000001100,Nitrofurantoin 40mg/5ml oral solution 1 ml,0501130R0AAAPAP,0,VMPP
12914411000001106,Nitrofurantoin 40mg/5ml oral suspension 1 ml,0501130R0AAAPAP,0,VMPP
12915311000001100,Nitrofurantoin 45mg/5ml oral solution 1 ml,0501130R0AABXBX,0,VMPP
12915011000001104,Nitrofurantoin 45mg/5ml oral suspension 1 ml,0501130R0AABXBX,0,VMPP
12915911000001104,Nitrofurantoin 4mg/5ml oral solution 1 ml,0501130R0AABVBV,0,VMPP
12915611000001104,Nitrofurantoin 4mg/5ml oral suspension 1 ml,0501130R0AABVBV,0,VMPP
12917111000001106,Nitrofurantoin 50mg/5ml oral solution 1 ml,0501130R0AAANAN,0,VMPP
12916811000001100,Nitrofurantoin 50mg/5ml oral suspension 1 ml,0501130R0AAANAN,0,VMPP
1110511000001103,Nitrofurantoin 50mg capsules 30 capsule,0501130R0AAAAAA,0,VMPP
1161311000001100,Nitrofurantoin 50mg tablets 100 tablet,0501130R0AAADAD,0,VMPP
1286711000001106,Nitrofurantoin 50mg tablets 28 tablet,0501130R0AAADAD,0,VMPP
12916511000001104,Nitrofurantoin 5.5mg/5ml oral solution 1 ml,0501130R0AABNBN,0,VMPP
12916211000001102,Nitrofurantoin 5.5mg/5ml oral suspension 1 ml,0501130R0AABNBN,0,VMPP
12917711000001108,Nitrofurantoin 5mg/5ml oral solution 1 ml,0501130R0AAARAR,0,VMPP
12917411000001100,Nitrofurantoin 5mg/5ml oral suspension 1 ml,0501130R0AAARAR,0,VMPP
12918311000001108,Nitrofurantoin 6.5mg/5ml oral solution 1 ml,0501130R0AAAWAW,0,VMPP
12918011000001106,Nitrofurantoin 6.5mg/5ml oral suspension 1 ml,0501130R0AAAWAW,0,VMPP
12918911000001104,Nitrofurantoin 6mg/5ml oral solution 1 ml,0501130R0AABRBR,0,VMPP
12918611000001104,Nitrofurantoin 6mg/5ml oral suspension 1 ml,0501130R0AABRBR,0,VMPP
12919511000001108,Nitrofurantoin 7.5mg/5ml oral solution 1 ml,0501130R0AAAXAX,0,VMPP
12920711000001104,Nitrofurantoin 75mg/5ml oral solution 1 ml,0501130R0AABKBK,0,VMPP
12919211000001106,Nitrofurantoin 7.5mg/5ml oral suspension 1 ml,0501130R0AAAXAX,0,VMPP
12920411000001108,Nitrofurantoin 75mg/5ml oral suspension 1 ml,0501130R0AABKBK,0,VMPP
12920111000001104,Nitrofurantoin 7.8mg/5ml oral solution 1 ml,0501130R0AACJCJ,0,VMPP
12919811000001108,Nitrofurantoin 7.8mg/5ml oral suspension 1 ml,0501130R0AACJCJ,0,VMPP
12921311000001108,Nitrofurantoin 7mg/5ml oral solution 1 ml,0501130R0AABBBB,0,VMPP
12921011000001108,Nitrofurantoin 7mg/5ml oral suspension 1 ml,0501130R0AABBBB,0,VMPP
12921911000001108,Nitrofurantoin 8mg/5ml oral solution 1 ml,0501130R0AABLBL,0,VMPP
12921611000001102,Nitrofurantoin 8mg/5ml oral suspension 1 ml,0501130R0AABLBL,0,VMPP
12922511000001108,Nitrofurantoin 9.5mg/5ml oral solution 1 ml,0501130R0AABTBT,0,VMPP
12922211000001106,Nitrofurantoin 9.5mg/5ml oral suspension 1 ml,0501130R0AABTBT,0,VMPP
12923111000001106,Nitrofurantoin 9mg/5ml oral solution 1 ml,0501130R0AABABA,0,VMPP
12922811000001108,Nitrofurantoin 9mg/5ml oral suspension 1 ml,0501130R0AABABA,0,VMPP
2352811000001100,Macrobid 100mg modified-release capsules (Advanz Pharma) 14 capsule 7 x 2 capsules,0501130R0BGAAAG,0,AMPP
12821011000001100,Nitrofurantoin 100mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAJAJ,0,AMPP
12820711000001106,Nitrofurantoin 100mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAJAJ,0,AMPP
24550211000001108,Nitrofurantoin 100mg capsules (A A H Pharmaceuticals Ltd) 30 capsule,0501130R0AAABAB,0,AMPP
37557211000001104,Nitrofurantoin 100mg capsules (Accord Healthcare Ltd) 30 capsule,0501130R0AAABAB,0,AMPP
24209011000001104,Nitrofurantoin 100mg capsules (Advanz Pharma) 30 capsule 3 x 10 capsules,0501130R0AAABAB,0,AMPP
24421911000001100,Nitrofurantoin 100mg capsules (Alliance Healthcare (Distribution) Ltd) 30 capsule 3 x 10 capsules,0501130R0AAABAB,0,AMPP
37460711000001104,Nitrofurantoin 100mg capsules (DE Pharmaceuticals) 30 capsule,0501130R0AAABAB,0,AMPP
39057511000001104,Nitrofurantoin 100mg capsules (Medihealth (Northern) Ltd) 30 capsule,0501130R0AAABAB,0,AMPP
35954611000001104,Nitrofurantoin 100mg capsules (Morningside Healthcare Ltd) 30 capsule,0501130R0AAABAB,0,AMPP
36774611000001104,Nitrofurantoin 100mg capsules (Tillomed Laboratories Ltd) 30 capsule 3 x 10 capsules,0501130R0AAABAB,0,AMPP
40291511000001104,Nitrofurantoin 100mg capsules (Viatris UK Healthcare Ltd) 30 capsule 3 x 10 capsules,0501130R0AAABAB,0,AMPP
40291311000001104,Nitrofurantoin 100mg capsules (Zentiva Pharma UK Ltd) 30 capsule 3 x 10 capsules,0501130R0AAABAB,0,AMPP
4749211000001104,Nitrofurantoin 100mg tablets (A A H Pharmaceuticals Ltd) 100 tablet,0501130R0AAAEAE,0,AMPP
2351111000001102,Nitrofurantoin 100mg tablets (A A H Pharmaceuticals Ltd) 28 tablet,0501130R0AAAEAE,0,AMPP
2351311000001100,Nitrofurantoin 100mg tablets (Accord Healthcare Ltd) 28 tablet,0501130R0AAAEAE,0,AMPP
2352011000001106,Nitrofurantoin 100mg tablets (Alliance Healthcare (Distribution) Ltd) 100 tablet,0501130R0AAAEAE,0,AMPP
24194711000001104,Nitrofurantoin 100mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet,0501130R0AAAEAE,0,AMPP
30763711000001100,Nitrofurantoin 100mg tablets (Almus Pharmaceuticals Ltd) 28 tablet,0501130R0AAAEAE,0,AMPP
37461311000001104,Nitrofurantoin 100mg tablets (DE Pharmaceuticals) 100 tablet,0501130R0AAAEAE,0,AMPP
37461211000001110,Nitrofurantoin 100mg tablets (DE Pharmaceuticals) 28 tablet,0501130R0AAAEAE,0,AMPP
11015811000001104,Nitrofurantoin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd) 100 tablet,0501130R0AAAEAE,0,AMPP
22810811000001104,Nitrofurantoin 100mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet,0501130R0AAAEAE,0,AMPP
20326311000001104,Nitrofurantoin 100mg tablets (Genesis Pharmaceuticals Ltd) 100 tablet,0501130R0AAAEAE,0,AMPP
20326211000001104,Nitrofurantoin 100mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,0501130R0AAAEAE,0,AMPP
39884211000001104,Nitrofurantoin 100mg tablets (Medihealth (Northern) Ltd) 100 tablet,0501130R0AAAEAE,0,AMPP
39060411000001104,Nitrofurantoin 100mg tablets (Medihealth (Northern) Ltd) 28 tablet,0501130R0AAAEAE,0,AMPP
40466411000001104,Nitrofurantoin 100mg tablets (NorthStar Healthcare Unlimited Company) 28 tablet 2 x 14 tablets,0501130R0AAAEAE,0,AMPP
17947011000001104,Nitrofurantoin 100mg tablets (Phoenix Healthcare Distribution Ltd) 100 tablet,0501130R0AAAEAE,0,AMPP
29929811000001108,Nitrofurantoin 100mg tablets (Sigma Pharmaceuticals Plc) 100 tablet,0501130R0AAAEAE,0,AMPP
15111611000001108,Nitrofurantoin 100mg tablets (Sigma Pharmaceuticals Plc) 28 tablet,0501130R0AAAEAE,0,AMPP
8151811000001109,Nitrofurantoin 100mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets,0501130R0AAAEAE,0,AMPP
12821611000001108,Nitrofurantoin 10mg/5ml oral solution (Special Order) 1 ml,0501130R0AAATAT,0,AMPP
12821311000001102,Nitrofurantoin 10mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAATAT,0,AMPP
12822211000001104,Nitrofurantoin 11mg/5ml oral solution (Special Order) 1 ml,0501130R0AACGCG,0,AMPP
12821911000001100,Nitrofurantoin 11mg/5ml oral suspension (Special Order) 1 ml,0501130R0AACGCG,0,AMPP
12822811000001102,Nitrofurantoin 12.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AABEBE,0,AMPP
12823411000001108,Nitrofurantoin 125mg/5ml oral solution (Special Order) 1 ml,0501130R0AABSBS,0,AMPP
12822511000001100,Nitrofurantoin 12.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABEBE,0,AMPP
12823111000001104,Nitrofurantoin 125mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABSBS,0,AMPP
12824011000001102,Nitrofurantoin 12mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAUAU,0,AMPP
12823711000001102,Nitrofurantoin 12mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAUAU,0,AMPP
12824611000001108,Nitrofurantoin 13.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AACECE,0,AMPP
12824311000001104,Nitrofurantoin 13.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AACECE,0,AMPP
12825211000001108,Nitrofurantoin 13mg/5ml oral solution (Special Order) 1 ml,0501130R0AAASAS,0,AMPP
12824911000001104,Nitrofurantoin 13mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAASAS,0,AMPP
12828411000001102,Nitrofurantoin 14mg/5ml oral solution (Special Order) 1 ml,0501130R0AABWBW,0,AMPP
12827611000001104,Nitrofurantoin 14mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABWBW,0,AMPP
12829511000001108,Nitrofurantoin 15mg/5ml oral solution (Special Order) 1 ml,0501130R0AAALAL,0,AMPP
12828811000001100,Nitrofurantoin 15mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAALAL,0,AMPP
12830511000001104,Nitrofurantoin 16mg/5ml oral solution (Special Order) 1 ml,0501130R0AABJBJ,0,AMPP
12830011000001108,Nitrofurantoin 16mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABJBJ,0,AMPP
12889211000001100,Nitrofurantoin 17.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AACICI,0,AMPP
12888911000001100,Nitrofurantoin 17.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AACICI,0,AMPP
12889811000001104,Nitrofurantoin 17mg/5ml oral solution (Special Order) 1 ml,0501130R0AABIBI,0,AMPP
12889511000001102,Nitrofurantoin 17mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABIBI,0,AMPP
12891011000001104,Nitrofurantoin 18.75mg/5ml oral solution (Special Order) 1 ml,0501130R0AABQBQ,0,AMPP
12890511000001108,Nitrofurantoin 18.75mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABQBQ,0,AMPP
12892511000001104,Nitrofurantoin 18mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAQAQ,0,AMPP
12891811000001104,Nitrofurantoin 18mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAQAQ,0,AMPP
12895311000001104,Nitrofurantoin 1mg/5ml oral solution (Special Order) 1 ml,0501130R0AACDCD,0,AMPP
12893711000001108,Nitrofurantoin 1mg/5ml oral suspension (Special Order) 1 ml,0501130R0AACDCD,0,AMPP
12899611000001102,Nitrofurantoin 20mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAVAV,0,AMPP
12899011000001108,Nitrofurantoin 20mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAVAV,0,AMPP
12901511000001104,Nitrofurantoin 22mg/5ml oral solution (Special Order) 1 ml,0501130R0AABGBG,0,AMPP
12901211000001108,Nitrofurantoin 22mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABGBG,0,AMPP
12902111000001106,Nitrofurantoin 24mg/5ml oral solution (Special Order) 1 ml,0501130R0AABYBY,0,AMPP
12901811000001108,Nitrofurantoin 24mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABYBY,0,AMPP
12898211000001108,Nitrofurantoin 2.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AABDBD,0,AMPP
12902711000001108,Nitrofurantoin 25mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAMAM,0,AMPP
12897511000001108,Nitrofurantoin 2.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABDBD,0,AMPP
12902411000001100,Nitrofurantoin 25mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAMAM,0,AMPP
24133411000001108,Nitrofurantoin 25mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) 300 ml,0501130R0AAACAC,0,AMPP
5421111000001107,Nitrofurantoin 25mg/5ml oral suspension sugar free (Advanz Pharma) 300 ml,0501130R0AAACAC,0,AMPP
3607711000001101,Nitrofurantoin 25mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd) 300 ml,0501130R0AAACAC,0,AMPP
38608711000001104,Nitrofurantoin 25mg/5ml oral suspension sugar free (Aspire Pharma Ltd) 300 ml,0501130R0AAACAC,0,AMPP
40363411000001104,Nitrofurantoin 25mg/5ml oral suspension sugar free (DE Pharmaceuticals) 300 ml,0501130R0AAACAC,0,AMPP
39058311000001104,Nitrofurantoin 25mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd) 300 ml,0501130R0AAACAC,0,AMPP
12903311000001104,Nitrofurantoin 2mg/5ml oral solution (Special Order) 1 ml,0501130R0AABCBC,0,AMPP
12903011000001100,Nitrofurantoin 2mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABCBC,0,AMPP
12913011000001104,Nitrofurantoin 30mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAZAZ,0,AMPP
12912711000001104,Nitrofurantoin 30mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAZAZ,0,AMPP
12913711000001102,Nitrofurantoin 32.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AABUBU,0,AMPP
12913311000001100,Nitrofurantoin 32.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABUBU,0,AMPP
12914311000001104,Nitrofurantoin 35mg/5ml oral solution (Special Order) 1 ml,0501130R0AABPBP,0,AMPP
12914011000001102,Nitrofurantoin 35mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABPBP,0,AMPP
12914911000001104,Nitrofurantoin 40mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAPAP,0,AMPP
12914611000001108,Nitrofurantoin 40mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAPAP,0,AMPP
12915511000001106,Nitrofurantoin 45mg/5ml oral solution (Special Order) 1 ml,0501130R0AABXBX,0,AMPP
12915211000001108,Nitrofurantoin 45mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABXBX,0,AMPP
12916111000001108,Nitrofurantoin 4mg/5ml oral solution (Special Order) 1 ml,0501130R0AABVBV,0,AMPP
12915811000001108,Nitrofurantoin 4mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABVBV,0,AMPP
12917311000001108,Nitrofurantoin 50mg/5ml oral solution (Special Order) 1 ml,0501130R0AAANAN,0,AMPP
12917011000001104,Nitrofurantoin 50mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAANAN,0,AMPP
24550011000001104,Nitrofurantoin 50mg capsules (A A H Pharmaceuticals Ltd) 30 capsule,0501130R0AAAAAA,0,AMPP
37557011000001104,Nitrofurantoin 50mg capsules (Accord Healthcare Ltd) 30 capsule,0501130R0AAAAAA,0,AMPP
24209311000001108,Nitrofurantoin 50mg capsules (Advanz Pharma) 30 capsule 3 x 10 capsules,0501130R0AAAAAA,0,AMPP
24421711000001104,Nitrofurantoin 50mg capsules (Alliance Healthcare (Distribution) Ltd) 30 capsule 3 x 10 capsules,0501130R0AAAAAA,0,AMPP
37460511000001104,Nitrofurantoin 50mg capsules (DE Pharmaceuticals) 30 capsule,0501130R0AAAAAA,0,AMPP
39238011000001104,Nitrofurantoin 50mg capsules (Medihealth (Northern) Ltd) 30 capsule,0501130R0AAAAAA,0,AMPP
35953211000001104,Nitrofurantoin 50mg capsules (Morningside Healthcare Ltd) 30 capsule,0501130R0AAAAAA,0,AMPP
36774311000001104,Nitrofurantoin 50mg capsules (Tillomed Laboratories Ltd) 30 capsule 3 x 10 capsules,0501130R0AAAAAA,0,AMPP
40291711000001104,Nitrofurantoin 50mg capsules (Viatris UK Healthcare Ltd) 30 capsule 3 x 10 capsules,0501130R0AAAAAA,0,AMPP
39498211000001104,Nitrofurantoin 50mg capsules (Zentiva Pharma UK Ltd) 30 capsule 3 x 10 capsules,0501130R0AAAAAA,0,AMPP
4749011000001109,Nitrofurantoin 50mg tablets (A A H Pharmaceuticals Ltd) 100 tablet,0501130R0AAADAD,0,AMPP
2348711000001109,Nitrofurantoin 50mg tablets (A A H Pharmaceuticals Ltd) 28 tablet,0501130R0AAADAD,0,AMPP
2350611000001100,Nitrofurantoin 50mg tablets (Alliance Healthcare (Distribution) Ltd) 100 tablet,0501130R0AAADAD,0,AMPP
20650111000001108,Nitrofurantoin 50mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet,0501130R0AAADAD,0,AMPP
30763911000001104,Nitrofurantoin 50mg tablets (Almus Pharmaceuticals Ltd) 28 tablet,0501130R0AAADAD,0,AMPP
37461011000001104,Nitrofurantoin 50mg tablets (DE Pharmaceuticals) 100 tablet,0501130R0AAADAD,0,AMPP
37460911000001104,Nitrofurantoin 50mg tablets (DE Pharmaceuticals) 28 tablet,0501130R0AAADAD,0,AMPP
11016211000001104,Nitrofurantoin 50mg tablets (Dr Reddy's Laboratories (UK) Ltd) 100 tablet,0501130R0AAADAD,0,AMPP
22810711000001104,Nitrofurantoin 50mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet,0501130R0AAADAD,0,AMPP
20327611000001108,Nitrofurantoin 50mg tablets (Genesis Pharmaceuticals Ltd) 100 tablet,0501130R0AAADAD,0,AMPP
20327511000001104,Nitrofurantoin 50mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,0501130R0AAADAD,0,AMPP
39058511000001110,Nitrofurantoin 50mg tablets (Medihealth (Northern) Ltd) 100 tablet,0501130R0AAADAD,0,AMPP
39058611000001104,Nitrofurantoin 50mg tablets (Medihealth (Northern) Ltd) 28 tablet,0501130R0AAADAD,0,AMPP
40466211000001104,Nitrofurantoin 50mg tablets (NorthStar Healthcare Unlimited Company) 28 tablet 2 x 14 tablets,0501130R0AAADAD,0,AMPP
17946811000001108,Nitrofurantoin 50mg tablets (Phoenix Healthcare Distribution Ltd) 100 tablet,0501130R0AAADAD,0,AMPP
29930011000001108,Nitrofurantoin 50mg tablets (Sigma Pharmaceuticals Plc) 28 tablet,0501130R0AAADAD,0,AMPP
12916711000001108,Nitrofurantoin 5.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AABNBN,0,AMPP
12916411000001104,Nitrofurantoin 5.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABNBN,0,AMPP
12917911000001108,Nitrofurantoin 5mg/5ml oral solution (Special Order) 1 ml,0501130R0AAARAR,0,AMPP
12917611000001104,Nitrofurantoin 5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAARAR,0,AMPP
12918511000001104,Nitrofurantoin 6.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAWAW,0,AMPP
12918211000001100,Nitrofurantoin 6.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAWAW,0,AMPP
12919111000001100,Nitrofurantoin 6mg/5ml oral solution (Special Order) 1 ml,0501130R0AABRBR,0,AMPP
12918811000001100,Nitrofurantoin 6mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABRBR,0,AMPP
12919711000001104,Nitrofurantoin 7.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AAAXAX,0,AMPP
12920911000001100,Nitrofurantoin 75mg/5ml oral solution (Special Order) 1 ml,0501130R0AABKBK,0,AMPP
12919411000001104,Nitrofurantoin 7.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AAAXAX,0,AMPP
12920611000001108,Nitrofurantoin 75mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABKBK,0,AMPP
12920311000001102,Nitrofurantoin 7.8mg/5ml oral solution (Special Order) 1 ml,0501130R0AACJCJ,0,AMPP
12920011000001100,Nitrofurantoin 7.8mg/5ml oral suspension (Special Order) 1 ml,0501130R0AACJCJ,0,AMPP
12921511000001100,Nitrofurantoin 7mg/5ml oral solution (Special Order) 1 ml,0501130R0AABBBB,0,AMPP
12921211000001104,Nitrofurantoin 7mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABBBB,0,AMPP
12922111000001100,Nitrofurantoin 8mg/5ml oral solution (Special Order) 1 ml,0501130R0AABLBL,0,AMPP
12921811000001104,Nitrofurantoin 8mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABLBL,0,AMPP
12922711000001104,Nitrofurantoin 9.5mg/5ml oral solution (Special Order) 1 ml,0501130R0AABTBT,0,AMPP
12922411000001104,Nitrofurantoin 9.5mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABTBT,0,AMPP
12923311000001108,Nitrofurantoin 9mg/5ml oral solution (Special Order) 1 ml,0501130R0AABABA,0,AMPP
12923011000001104,Nitrofurantoin 9mg/5ml oral suspension (Special Order) 1 ml,0501130R0AABABA,0,AMPP
