"","dmd","name","bnf_code","type"
"226",441311000001108,"Co-amoxiclav 250mg/125mg tablets (Viatris UK Healthcare Ltd)","0501013K0AAAAAA","AMP"
"227",11528611000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension (A A H Pharmaceuticals Ltd)","0501013K0AAAIAI","AMP"
"228",24026611000001108,"Co-amoxiclav 250mg/62mg/5ml oral suspension (CST Pharma Ltd)","0501013K0AAAIAI","AMP"
"229",23940311000001108,"Co-amoxiclav 250mg/62mg/5ml oral suspension (DE Pharmaceuticals)","0501013K0AAAIAI","AMP"
"230",31989811000001108,"Co-amoxiclav 250mg/62mg/5ml oral suspension (Ennogen Healthcare Ltd)","0501013K0AAAIAI","AMP"
"231",38849111000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension (Medihealth (Northern) Ltd)","0501013K0AAAIAI","AMP"
"232",29794711000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension (Sigma Pharmaceuticals Plc)","0501013K0AAAIAI","AMP"
"233",732211000001103,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)","0501013K0AAAGAG","AMP"
"234",394111000001107,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)","0501013K0AAAGAG","AMP"
"235",9787911000001108,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd)","0501013K0AAAGAG","AMP"
"236",22602511000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Colorama Pharmaceuticals Ltd)","0501013K0AAAGAG","AMP"
"237",38848111000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd)","0501013K0AAAGAG","AMP"
"238",36492911000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Medreich Plc)","0501013K0AAAGAG","AMP"
"239",17885611000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)","0501013K0AAAGAG","AMP"
"240",6034811000001107,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Sandoz Ltd)","0501013K0AAAGAG","AMP"
"241",7320411000001101,"Co-amoxiclav 250mg/62mg/5ml oral suspension (Viatris UK Healthcare Ltd)","0501013K0AAAIAI","AMP"
"242",11252711000001104,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)","0501013K0AAAKAK","AMP"
"243",32403711000001100,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Brown & Burk UK Ltd)","0501013K0AAAKAK","AMP"
"244",30043911000001108,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (DE Pharmaceuticals)","0501013K0AAAKAK","AMP"
"245",38850411000001104,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd)","0501013K0AAAKAK","AMP"
"246",19728111000001104,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Medreich Plc)","0501013K0AAAKAK","AMP"
"247",23651411000001108,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)","0501013K0AAAKAK","AMP"
"248",22036711000001104,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Sandoz Ltd)","0501013K0AAAKAK","AMP"
"249",15077811000001102,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)","0501013K0AAAKAK","AMP"
"250",34752211000001108,"Co-amoxiclav 500mg/100mg powder for solution for injection vials (Bowmed Ibisqus Ltd)","0501013K0AAAEAE","AMP"
"251",36626111000001104,"Co-amoxiclav 500mg/100mg powder for solution for injection vials (Sandoz Ltd)","0501013K0AAAEAE","AMP"
"252",5488611000001104,"Co-amoxiclav 500mg/100mg powder for solution for injection vials (Wockhardt UK Ltd)","0501013K0AAAEAE","AMP"
"253",290311000001105,"Co-amoxiclav 500mg/125mg tablets (A A H Pharmaceuticals Ltd)","0501013K0AAAJAJ","AMP"
"254",680711000001105,"Co-amoxiclav 500mg/125mg tablets (Alliance Healthcare (Distribution) Ltd)","0501013K0AAAJAJ","AMP"
"255",34679211000001108,"Co-amoxiclav 500mg/125mg tablets (Almus Pharmaceuticals Ltd)","0501013K0AAAJAJ","AMP"
"256",34962811000001108,"Co-amoxiclav 500mg/125mg tablets (Bristol Laboratories Ltd)","0501013K0AAAJAJ","AMP"
"257",32399711000001108,"Co-amoxiclav 500mg/125mg tablets (Brown & Burk UK Ltd)","0501013K0AAAJAJ","AMP"
"258",35907311000001104,"Co-amoxiclav 500mg/125mg tablets (Consilient Health Ltd)","0501013K0AAAJAJ","AMP"
"259",23828211000001108,"Co-amoxiclav 500mg/125mg tablets (DE Pharmaceuticals)","0501013K0AAAJAJ","AMP"
"260",38848511000001104,"Co-amoxiclav 500mg/125mg tablets (Medihealth (Northern) Ltd)","0501013K0AAAJAJ","AMP"
"261",19728511000001108,"Co-amoxiclav 500mg/125mg tablets (Medreich Plc)","0501013K0AAAJAJ","AMP"
"262",19199611000001104,"Co-amoxiclav 500mg/125mg tablets (Milpharm Ltd)","0501013K0AAAJAJ","AMP"
"263",36695911000001104,"Co-amoxiclav 500mg/125mg tablets (Noumed Life Sciences Ltd)","0501013K0AAAJAJ","AMP"
"264",17886011000001100,"Co-amoxiclav 500mg/125mg tablets (Phoenix Healthcare Distribution Ltd)","0501013K0AAAJAJ","AMP"
"265",628011000001104,"Co-amoxiclav 500mg/125mg tablets (Ranbaxy (UK) Ltd)","0501013K0AAAJAJ","AMP"
"266",6036511000001103,"Co-amoxiclav 500mg/125mg tablets (Sandoz Ltd)","0501013K0AAAJAJ","AMP"
"267",29795111000001100,"Co-amoxiclav 500mg/125mg tablets (Sigma Pharmaceuticals Plc)","0501013K0AAAJAJ","AMP"
"268",5629811000001102,"Co-amoxiclav 500mg/125mg tablets (Viatris UK Healthcare Ltd)","0501013K0AAAJAJ","AMP"
"269",32400011000001108,"Co-amoxiclav 875mg/125mg tablets (Brown & Burk UK Ltd)","0501013K0AAANAN","AMP"
"270",793311000001106,"Distaclor 125mg/5ml oral suspension (Flynn Pharma Ltd)","0501021A0BBABAB","AMP"
"271",602211000001101,"Distaclor 250mg/5ml oral suspension (Flynn Pharma Ltd)","0501021A0BBACAC","AMP"
"272",252811000001107,"Distaclor 500mg capsules (Flynn Pharma Ltd)","0501021A0BBADAE","AMP"
"273",583511000001100,"Distaclor MR 375mg tablets (Flynn Pharma Ltd)","0501021A0BBAEAG","AMP"
"274",3930311000001107,"Fortum 1g powder for solution for injection vials (Sandoz Ltd)","0501021H0BBACAB","AMP"
"275",4374611000001101,"Fortum 2g powder for solution for injection vials (Sandoz Ltd)","0501021H0BBADAC","AMP"
"276",4374011000001108,"Fortum 500mg powder for solution for injection vials (Sandoz Ltd)","0501021H0BBABAA","AMP"
"277",19359511000001100,"Levofloxacin 250mg tablets (A A H Pharmaceuticals Ltd)","0501120X0AAABAB","AMP"
"278",21285711000001100,"Levofloxacin 250mg tablets (Accord Healthcare Ltd)","0501120X0AAABAB","AMP"
"279",19358511000001108,"Levofloxacin 250mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120X0AAABAB","AMP"
"280",39891911000001104,"Levofloxacin 250mg tablets (Ipca Laboratories UK Ltd)","0501120X0AAABAB","AMP"
"281",29673211000001104,"Levofloxacin 250mg tablets (Macleods Pharma UK Ltd)","0501120X0AAABAB","AMP"
"282",40324511000001104,"Levofloxacin 250mg tablets (Medihealth (Northern) Ltd)","0501120X0AAABAB","AMP"
"283",29889711000001104,"Levofloxacin 250mg tablets (Sigma Pharmaceuticals Plc)","0501120X0AAABAB","AMP"
"284",38236111000001104,"Levofloxacin 500mg/100ml infusion bags (Advanz Pharma)","0501120X0AAADAD","AMP"
"285",35831811000001104,"Levofloxacin 500mg/100ml infusion bags (Consilient Health Ltd)","0501120X0AAADAD","AMP"
"286",21660611000001104,"Levofloxacin 500mg/100ml infusion bags (Pfizer Ltd)","0501120X0AAADAD","AMP"
"287",38745711000001104,"Levofloxacin 500mg/100ml solution for infusion bottles (Baxter Healthcare Ltd)","0501120X0AAAEAE","AMP"
"288",36571111000001104,"Levofloxacin 500mg/100ml solution for infusion bottles (Fresenius Kabi Ltd)","0501120X0AAAEAE","AMP"
"289",34754611000001100,"Levofloxacin 500mg/100ml solution for infusion vials (Bowmed Ibisqus Ltd)","0501120X0AAACAC","AMP"
"290",19359911000001108,"Levofloxacin 500mg tablets (A A H Pharmaceuticals Ltd)","0501120X0AAAAAA","AMP"
"291",21286011000001108,"Levofloxacin 500mg tablets (Accord Healthcare Ltd)","0501120X0AAAAAA","AMP"
"292",19359211000001104,"Levofloxacin 500mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120X0AAAAAA","AMP"
"293",24366511000001100,"Levofloxacin 500mg tablets (DE Pharmaceuticals)","0501120X0AAAAAA","AMP"
"294",39892211000001104,"Levofloxacin 500mg tablets (Ipca Laboratories UK Ltd)","0501120X0AAAAAA","AMP"
"295",29673511000001108,"Levofloxacin 500mg tablets (Macleods Pharma UK Ltd)","0501120X0AAAAAA","AMP"
"296",39015311000001104,"Levofloxacin 500mg tablets (Medihealth (Northern) Ltd)","0501120X0AAAAAA","AMP"
"297",29890211000001100,"Levofloxacin 500mg tablets (Sigma Pharmaceuticals Plc)","0501120X0AAAAAA","AMP"
"298",19178911000001108,"Levofloxacin 500mg tablets (Teva UK Ltd)","0501120X0AAAAAA","AMP"
"299",36571311000001104,"Moxifloxacin 400mg/250ml solution for infusion bottles (Fresenius Kabi Ltd)","0501120Y0AAABAB","AMP"
"300",36881911000001112,"Moxifloxacin 400mg/250ml solution for infusion bottles (Kent Pharma (UK) Ltd)","0501120Y0AAABAB","AMP"
"301",35992311000001104,"Moxifloxacin 400mg/5ml oral solution (Special Order)","0501120Y0AAADAD","AMP"
"302",24919311000001108,"Moxifloxacin 400mg tablets (A A H Pharmaceuticals Ltd)","0501120Y0AAAAAA","AMP"
"303",24683911000001108,"Moxifloxacin 400mg tablets (Accord Healthcare Ltd)","0501120Y0AAAAAA","AMP"
"304",24775911000001104,"Moxifloxacin 400mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120Y0AAAAAA","AMP"
"305",38618511000001104,"Moxifloxacin 400mg tablets (Brown & Burk UK Ltd)","0501120Y0AAAAAA","AMP"
"306",37453311000001104,"Moxifloxacin 400mg tablets (DE Pharmaceuticals)","0501120Y0AAAAAA","AMP"
"307",39049711000001104,"Moxifloxacin 400mg tablets (Medihealth (Northern) Ltd)","0501120Y0AAAAAA","AMP"
"308",28697411000001108,"Moxifloxacin 400mg tablets (Rivopharm (UK) Ltd)","0501120Y0AAAAAA","AMP"
"309",29927511000001104,"Moxifloxacin 400mg tablets (Sigma Pharmaceuticals Plc)","0501120Y0AAAAAA","AMP"
"310",39489811000001104,"Moxifloxacin 400mg tablets (Tillomed Laboratories Ltd)","0501120Y0AAAAAA","AMP"
"311",35549811000001104,"Norfloxacin 400mg tablets (Special Order)","0501120Q0AAAAAA","AMP"
"312",12897211000001104,"Ofloxacin 100mg/5ml oral solution (Special Order)","0501120P0AAADAD","AMP"
"313",12896211000001108,"Ofloxacin 100mg/5ml oral suspension (Special Order)","0501120P0AAADAD","AMP"
"314",465511000001105,"Ofloxacin 200mg tablets (A A H Pharmaceuticals Ltd)","0501120P0AAAAAA","AMP"
"315",527011000001106,"Ofloxacin 200mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120P0AAAAAA","AMP"
"316",16062011000001100,"Ofloxacin 200mg tablets (Bristol Laboratories Ltd)","0501120P0AAAAAA","AMP"
"317",37463211000001104,"Ofloxacin 200mg tablets (DE Pharmaceuticals)","0501120P0AAAAAA","AMP"
"318",39061711000001104,"Ofloxacin 200mg tablets (Medihealth (Northern) Ltd)","0501120P0AAAAAA","AMP"
"319",15112111000001108,"Ofloxacin 200mg tablets (Sigma Pharmaceuticals Plc)","0501120P0AAAAAA","AMP"
"320",792611000001106,"Ofloxacin 200mg tablets (Teva UK Ltd)","0501120P0AAAAAA","AMP"
"321",4273411000001105,"Ofloxacin 200mg tablets (Viatris UK Healthcare Ltd)","0501120P0AAAAAA","AMP"
"322",12898411000001108,"Ofloxacin 250mg/5ml oral solution (Special Order)","0501120P0AAAEAE","AMP"
"323",12897811000001106,"Ofloxacin 250mg/5ml oral suspension (Special Order)","0501120P0AAAEAE","AMP"
"324",238911000001100,"Ofloxacin 400mg tablets (A A H Pharmaceuticals Ltd)","0501120P0AAABAB","AMP"
"325",412511000001103,"Ofloxacin 400mg tablets (Alliance Healthcare (Distribution) Ltd)","0501120P0AAABAB","AMP"
"326",16062211000001104,"Ofloxacin 400mg tablets (Bristol Laboratories Ltd)","0501120P0AAABAB","AMP"
"327",37463811000001112,"Ofloxacin 400mg tablets (DE Pharmaceuticals)","0501120P0AAABAB","AMP"
"328",39061911000001104,"Ofloxacin 400mg tablets (Medihealth (Northern) Ltd)","0501120P0AAABAB","AMP"
"329",339611000001109,"Ofloxacin 400mg tablets (Teva UK Ltd)","0501120P0AAABAB","AMP"
"330",4818111000001107,"Ofloxacin 400mg tablets (Viatris UK Healthcare Ltd)","0501120P0AAABAB","AMP"
"331",32507311000001104,"Quinsair 240mg nebuliser solution ampoules (Chiesi Ltd)","0501120X0BDAAAF","AMP"
"332",511411000001101,"Suprax 200mg tablets (Sanofi)","0501021C0BBAAAA","AMP"
"333",4530311000001103,"Zinacef 1.5g powder for solution for injection vials (Sandoz Ltd)","0501021J0BBACAC","AMP"
"334",4740211000001106,"Zinacef 250mg powder for solution for injection vials (Sandoz Ltd)","0501021J0BBAAAA","AMP"
"335",3939311000001103,"Zinacef 750mg powder for solution for injection vials (Sandoz Ltd)","0501021J0BBABAB","AMP"
"336",238811000001105,"Zinnat 125mg/5ml oral suspension (Sandoz Ltd)","0501021K0BBACAC","AMP"
"337",228011000001102,"Zinnat 125mg tablets (Sandoz Ltd)","0501021K0BBAAAA","AMP"
"338",211911000001100,"Zinnat 250mg tablets (Sandoz Ltd)","0501021K0BBABAB","AMP"
"339",323792004,"Cefaclor 125mg/5ml oral suspension","0501021A0AAABAB","VMP"
"340",323793009,"Cefaclor 250mg/5ml oral suspension","0501021A0AAACAC","VMP"
"341",36134211000001104,"Cefaclor 375mg modified-release tablets","0501021A0AAAGAG","VMP"
"342",39735111000001104,"Cefaclor 500mg capsules","0501021A0AAAEAE","VMP"
"343",39735211000001104,"Cefadroxil 500mg capsules","0501021B0AAAAAA","VMP"
"344",323887008,"Cefalexin 125mg/5ml oral suspension","0501021L0AAACAC","VMP"
"345",4865011000001104,"Cefalexin 125mg/5ml oral suspension sugar free","0501021L0AAANAN","VMP"
"346",323888003,"Cefalexin 250mg/5ml oral suspension","0501021L0AAADAD","VMP"
"347",4515811000001108,"Cefalexin 250mg/5ml oral suspension sugar free","0501021L0AAAPAP","VMP"
"348",39735311000001104,"Cefalexin 250mg capsules","0501021L0AAAAAA","VMP"
"349",39684111000001104,"Cefalexin 250mg tablets","0501021L0AAAGAG","VMP"
"350",39694811000001104,"Cefalexin 500mg capsules","0501021L0AAABAB","VMP"
"351",39735911000001104,"Cefalexin 500mg tablets","0501021L0AAAHAH","VMP"
"352",323973007,"Cefixime 200mg tablets","0501021C0AAAAAA","VMP"
"353",323825003,"Cefotaxime 1g powder for solution for injection vials","0501021D0AAABAB","VMP"
"354",4558311000001100,"Cefotaxime 2g powder for solution for injection vials","0501021D0AAACAC","VMP"
"355",323824004,"Cefotaxime 500mg powder for solution for injection vials","0501021D0AAAAAA","VMP"
"356",323944009,"Cefradine 250mg capsules","0501021M0AAAAAA","VMP"
"357",323945005,"Cefradine 500mg capsules","0501021M0AAABAB","VMP"
"358",323854009,"Ceftazidime 1g powder for solution for injection vials","0501021H0AAABAB","VMP"
"359",323855005,"Ceftazidime 2g powder for solution for injection vials","0501021H0AAACAC","VMP"
"360",323849000,"Ceftazidime 3g powder for solution for injection vials","0501021H0AAAHAH","VMP"
"361",323853003,"Ceftazidime 500mg powder for solution for injection vials","0501021H0AAAAAA","VMP"
"362",323990001,"Ceftriaxone 1g powder for solution for injection vials","0501021G0AAACAC","VMP"
"363",323989005,"Ceftriaxone 250mg powder for solution for injection vials","0501021G0AAABAB","VMP"
"364",323991002,"Ceftriaxone 2g powder for solution for injection vials","0501021G0AAADAD","VMP"
"365",323872003,"Cefuroxime 125mg/5ml oral suspension","0501021K0AAACAC","VMP"
"366",39684511000001104,"Cefuroxime 125mg tablets","0501021K0AAAAAA","VMP"
"367",4557611000001106,"Cefuroxime 1.5g powder for solution for injection vials","0501021J0AAACAC","VMP"
"368",323880005,"Cefuroxime 250mg powder for solution for injection vials","0501021J0AAAAAA","VMP"
"369",39694611000001104,"Cefuroxime 250mg tablets","0501021K0AAABAB","VMP"
"370",36134711000001104,"Cefuroxime 750mg powder for solution for injection vials","0501021J0AAABAB","VMP"
"371",12019511000001104,"Ciprofloxacin 100mg/5ml oral suspension","0501120L0AAAPAP","VMP"
"372",39686211000001112,"Ciprofloxacin 100mg tablets","0501120L0AAAGAG","VMP"
"373",12019611000001100,"Ciprofloxacin 125mg/5ml oral suspension","0501120L0AAATAT","VMP"
"374",12019711000001108,"Ciprofloxacin 150mg/5ml oral suspension","0501120L0AABIBI","VMP"
"375",12019811000001100,"Ciprofloxacin 165mg/5ml oral suspension","0501120L0AABJBJ","VMP"
"376",12019911000001106,"Ciprofloxacin 170mg/5ml oral suspension","0501120L0AAAXAX","VMP"
"377",12020011000001108,"Ciprofloxacin 175mg/5ml oral suspension","0501120L0AABCBC","VMP"
"378",36141011000001104,"Ciprofloxacin 200mg/100ml infusion bags","0501120L0AABEBE","VMP"
"379",8967411000001108,"Ciprofloxacin 200mg/100ml solution for infusion bottles","0501120L0AAADAD","VMP"
"380",12020111000001108,"Ciprofloxacin 20mg/5ml oral suspension","0501120L0AABKBK","VMP"
"381",324602005,"Ciprofloxacin 250mg/5ml oral suspension","0501120L0AABGBG","VMP"
"382",39687511000001112,"Ciprofloxacin 250mg tablets","0501120L0AAAAAA","VMP"
"383",12020211000001104,"Ciprofloxacin 375mg/5ml oral suspension","0501120L0AABBBB","VMP"
"384",36141511000001104,"Ciprofloxacin 400mg/200ml infusion bags","0501120L0AABFBF","VMP"
"385",8973011000001101,"Ciprofloxacin 400mg/200ml solution for infusion bottles","0501120L0AAAYAY","VMP"
"386",12020311000001106,"Ciprofloxacin 40mg/5ml oral suspension","0501120L0AAANAN","VMP"
"387",12020411000001104,"Ciprofloxacin 45mg/5ml oral suspension","0501120L0AABHBH","VMP"
"388",12020511000001100,"Ciprofloxacin 500mg/5ml oral suspension","0501120L0AAAQAQ","VMP"
"389",39687811000001104,"Ciprofloxacin 500mg tablets","0501120L0AAAFAF","VMP"
"390",12020611000001100,"Ciprofloxacin 50mg/5ml oral suspension","0501120L0AAAUAU","VMP"
"391",12020711000001104,"Ciprofloxacin 60mg/5ml oral suspension","0501120L0AAAWAW","VMP"
"392",39687011000001104,"Ciprofloxacin 750mg tablets","0501120L0AAAJAJ","VMP"
"393",12020811000001102,"Ciprofloxacin 75mg/5ml oral suspension","0501120L0AAAVAV","VMP"
"394",12020911000001108,"Ciprofloxacin 80mg/5ml oral suspension","0501120L0AABDBD","VMP"
"395",323568005,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials","0501013K0AAAFAF","VMP"
"396",7322211000001104,"Co-amoxiclav 125mg/31mg/5ml oral suspension","0501013K0AAAHAH","VMP"
"397",36565811000001104,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free","0501013K0AAADAD","VMP"
"398",39732111000001104,"Co-amoxiclav 250mg/125mg tablets","0501013K0AAAAAA","VMP"
"399",7322311000001107,"Co-amoxiclav 250mg/62mg/5ml oral suspension","0501013K0AAAIAI","VMP"
"400",37083611000001104,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free","0501013K0AAAGAG","VMP"
"401",37083711000001104,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free","0501013K0AAAKAK","VMP"
"402",323567000,"Co-amoxiclav 500mg/100mg powder for solution for injection vials","0501013K0AAAEAE","VMP"
"403",39732211000001104,"Co-amoxiclav 500mg/125mg tablets","0501013K0AAAJAJ","VMP"
"404",39732511000001104,"Co-amoxiclav 875mg/125mg tablets","0501013K0AAANAN","VMP"
"405",32522511000001104,"Levofloxacin 100mg/ml nebuliser liquid ampoules","0501120X0AAAFAF","VMP"
"406",39697411000001112,"Levofloxacin 250mg tablets","0501120X0AAABAB","VMP"
"407",19448711000001104,"Levofloxacin 500mg/100ml infusion bags","0501120X0AAADAD","VMP"
"408",23108311000001100,"Levofloxacin 500mg/100ml solution for infusion bottles","0501120X0AAAEAE","VMP"
"409",36038911000001104,"Levofloxacin 500mg/100ml solution for infusion vials","0501120X0AAACAC","VMP"
"410",324634001,"Levofloxacin 500mg tablets","0501120X0AAAAAA","VMP"
"411",36028511000001100,"Moxifloxacin 400mg/250ml infusion bags","0501120Y0AAACAC","VMP"
"412",16756911000001108,"Moxifloxacin 400mg/250ml solution for infusion bottles","0501120Y0AAABAB","VMP"
"413",36003311000001108,"Moxifloxacin 400mg/5ml oral solution","0501120Y0AAADAD","VMP"
"414",408015000,"Moxifloxacin 400mg tablets","0501120Y0AAAAAA","VMP"
"415",324621002,"Norfloxacin 400mg tablets","0501120Q0AAAAAA","VMP"
"416",12905211000001104,"Ofloxacin 100mg/5ml oral solution","0501120P0AAADAD","VMP"
"417",12895811000001100,"Ofloxacin 100mg/5ml oral suspension","0501120P0AAADAD","VMP"
"418",324612003,"Ofloxacin 200mg tablets","0501120P0AAAAAA","VMP"
"419",12905311000001102,"Ofloxacin 250mg/5ml oral solution","0501120P0AAAEAE","VMP"
"420",12905411000001108,"Ofloxacin 250mg/5ml oral suspension","0501120P0AAAEAE","VMP"
"421",324620001,"Ofloxacin 400mg tablets","0501120P0AAABAB","VMP"
"422",1160111000001108,"Cefaclor 125mg/5ml oral suspension 100 ml","0501021A0AAABAB","VMPP"
"423",1309011000001109,"Cefaclor 125mg/5ml oral suspension sugar free 100 ml","0501021A0AAAJAJ","VMPP"
"424",1080811000001107,"Cefaclor 250mg/5ml oral suspension 100 ml","0501021A0AAACAC","VMPP"
"425",1088611000001106,"Cefaclor 250mg/5ml oral suspension sugar free 100 ml","0501021A0AAAKAK","VMPP"
"426",1183811000001105,"Cefaclor 250mg capsules 21 capsule","0501021A0AAAAAA","VMPP"
"427",1161911000001104,"Cefaclor 375mg modified-release tablets 14 tablet","0501021A0AAAGAG","VMPP"
"428",1311311000001105,"Cefaclor 500mg capsules 21 capsule","0501021A0AAAEAE","VMPP"
"429",1009411000001101,"Cefaclor 500mg capsules 50 capsule","0501021A0AAAEAE","VMPP"
"430",1307811000001106,"Cefadroxil 125mg/5ml oral suspension 60 ml","0501021B0AAABAB","VMPP"
"431",1104111000001100,"Cefadroxil 250mg/5ml oral suspension 60 ml","0501021B0AAACAC","VMPP"
"432",1181711000001103,"Cefadroxil 500mg/5ml oral suspension 60 ml","0501021B0AAADAD","VMPP"
"433",1220511000001107,"Cefadroxil 500mg capsules 100 capsule","0501021B0AAAAAA","VMPP"
"434",4046511000001109,"Cefadroxil 500mg capsules 20 capsule","0501021B0AAAAAA","VMPP"
"435",976811000001107,"Cefalexin 125mg/5ml oral suspension 100 ml","0501021L0AAACAC","VMPP"
"436",4861611000001108,"Cefalexin 125mg/5ml oral suspension sugar free 100 ml","0501021L0AAANAN","VMPP"
"437",1129111000001106,"Cefalexin 250mg/5ml oral suspension 100 ml","0501021L0AAADAD","VMPP"
"438",4513811000001109,"Cefalexin 250mg/5ml oral suspension sugar free 100 ml","0501021L0AAAPAP","VMPP"
"439",1097311000001101,"Cefalexin 250mg capsules 100 capsule","0501021L0AAAAAA","VMPP"
"440",1193311000001102,"Cefalexin 250mg capsules 28 capsule","0501021L0AAAAAA","VMPP"
"441",1262411000001104,"Cefalexin 250mg tablets 100 tablet","0501021L0AAAGAG","VMPP"
"442",1053311000001104,"Cefalexin 250mg tablets 28 tablet","0501021L0AAAGAG","VMPP"
"443",3233711000001103,"Cefalexin 500mg/5ml oral suspension 100 ml","0501021L0AAAEAE","VMPP"
"444",1041111000001100,"Cefalexin 500mg capsules 100 capsule","0501021L0AAABAB","VMPP"
"445",1261911000001101,"Cefalexin 500mg capsules 21 capsule","0501021L0AAABAB","VMPP"
"446",1022911000001106,"Cefalexin 500mg capsules 28 capsule","0501021L0AAABAB","VMPP"
"447",1218911000001109,"Cefalexin 500mg tablets 100 tablet","0501021L0AAAHAH","VMPP"
"448",1052711000001108,"Cefalexin 500mg tablets 21 tablet","0501021L0AAAHAH","VMPP"
"449",984511000001108,"Cefalexin 500mg tablets 28 tablet","0501021L0AAAHAH","VMPP"
"450",7894311000001109,"Cefixime 100mg/5ml oral suspension 100 ml","0501021C0AAABAB","VMPP"
"451",3184111000001105,"Cefixime 100mg/5ml oral suspension 37.5 ml","0501021C0AAABAB","VMPP"
"452",7894211000001101,"Cefixime 100mg/5ml oral suspension 50 ml","0501021C0AAABAB","VMPP"
"453",3184211000001104,"Cefixime 100mg/5ml oral suspension 75 ml","0501021C0AAABAB","VMPP"
"454",1093511000001102,"Cefixime 200mg tablets 7 tablet","0501021C0AAAAAA","VMPP"
"455",34762711000001104,"Cefixime 400mg tablets 7 tablet","0501021C0AAACAC","VMPP"
"456",3939611000001108,"Cefotaxime 1g powder for solution for injection vials 10 vial","0501021D0AAABAB","VMPP"
"457",3939511000001109,"Cefotaxime 1g powder for solution for injection vials 1 vial","0501021D0AAABAB","VMPP"
"458",3939711000001104,"Cefotaxime 1g powder for solution for injection vials 25 vial","0501021D0AAABAB","VMPP"
"459",4533211000001101,"Cefotaxime 2g powder for solution for injection vials 10 vial","0501021D0AAACAC","VMPP"
"460",4533311000001109,"Cefotaxime 2g powder for solution for injection vials 1 vial","0501021D0AAACAC","VMPP"
"461",4531711000001107,"Cefotaxime 500mg powder for solution for injection vials 10 vial","0501021D0AAAAAA","VMPP"
"462",4531811000001104,"Cefotaxime 500mg powder for solution for injection vials 1 vial","0501021D0AAAAAA","VMPP"
"463",975611000001103,"Cefradine 1g powder for solution for injection vials 1 vial","0501021M0AAADAD","VMPP"
"464",3466011000001100,"Cefradine 250mg/5ml oral solution 100 ml","0501021M0AAAFAF","VMPP"
"465",1074611000001109,"Cefradine 250mg capsules 100 capsule","0501021M0AAAAAA","VMPP"
"466",1182611000001101,"Cefradine 250mg capsules 20 capsule","0501021M0AAAAAA","VMPP"
"467",1209911000001103,"Cefradine 500mg capsules 100 capsule","0501021M0AAABAB","VMPP"
"468",959211000001104,"Cefradine 500mg capsules 20 capsule","0501021M0AAABAB","VMPP"
"469",1261511000001108,"Cefradine 500mg powder for solution for injection vials 5 vial","0501021M0AAACAC","VMPP"
"470",24447611000001100,"Ceftazidime 1g powder for solution for injection vials 10 vial","0501021H0AAABAB","VMPP"
"471",3930211000001104,"Ceftazidime 1g powder for solution for injection vials 1 vial","0501021H0AAABAB","VMPP"
"472",13920111000001106,"Ceftazidime 1g powder for solution for injection vials 5 vial","0501021H0AAABAB","VMPP"
"473",4372911000001103,"Ceftazidime 250mg powder for solution for injection vials 1 vial","0501021H0AAADAD","VMPP"
"474",24447811000001100,"Ceftazidime 2g powder for solution for injection vials 10 vial","0501021H0AAACAC","VMPP"
"475",4374511000001100,"Ceftazidime 2g powder for solution for injection vials 1 vial","0501021H0AAACAC","VMPP"
"476",14744011000001108,"Ceftazidime 2g powder for solution for injection vials 5 vial","0501021H0AAACAC","VMPP"
